"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2027832","Land Only","S","1033 W KEITH ROAD","Pemberton Heights",,,,"North Vancouver","North Vancouver","1/31/2017","Haneef Virani",,"$5,411.00","1/25/2016","006-971-482",,,"2/1/2016","$1,220,000","$188.10","1.02",,,"SFD","$1,198,000","7",,"$188.10","1.02","Other"
"R2028111","Residential Detached","S","11531 PELICAN COURT","Westwind","1978","House/Single Family","38","Richmond","Richmond","6/30/2016","Macey ter Borg","1","$3,624.96","1/25/2016","006-023-576",,,"1/29/2016","$1,220,000","$755.42","0.97","2","3","002","$1,258,000","4","1,615","$755.42","0.97","House/Single Family"
"R2031420","Residential Detached","S","12472 OCEAN TIDE COURT","Crescent Bch Ocean Pk.","1992","House/Single Family","24","South Surrey White Rock","Surrey","5/31/2016","Blair Miller","3","$4,822.00","1/31/2016","015-888-720",,,"2/1/2016","$1,223,000","$457.03","1.00","4","3","RES","$1,225,000","1","2,676","$457.03","1.16","House/Single Family"
"R2028518","Residential Detached","S","998 CORONA CRESCENT","Chineside","1977","House/Single Family","39","Coquitlam","Coquitlam","3/31/2016","Neil","2","$4,629.96","1/24/2016","000-492-680",,,"2/2/2016","$1,227,000","$451.10","1.13","3","3","RES","$1,088,000","9","2,720","$451.10","1.13","House/Single Family"
"R2030547","Residential Detached","S","966 KEIL STREET","White Rock","1998","House/Single Family","18","South Surrey White Rock","White Rock","5/30/2016","SUSAN VOLLMER","3","$6,684.60","1/28/2016","012-113-263",,,"2/2/2016","$1,230,000","$344.63","0.95","4","4","RES","$1,299,000","5","3,569","$344.63","0.95","House/Single Family"
"R2027420","Residential Detached","S","1479 NANTON STREET","Burke Mountain","2009","House/Single Family","7","Coquitlam","Coquitlam","6/22/2016","CHRIS NEELY","3","$4,513.35","1/22/2016","027-253-465",,,"2/2/2016","$1,230,000","$323.94","1.03","4","6","RES","$1,198,800","11","3,797","$323.94","1.03","House/Single Family"
"R2024898","Residential Detached","S","1576 PINETREE WAY","Westwood Plateau","1994","House/Single Family","22","Coquitlam","Coquitlam","4/30/2016","SAN LU(TEXT OK/ No TB)","3","$4,896.13","1/13/2016","018-425-593",,,"1/29/2016","$1,233,000","$306.18","0.96","4","7","SFD","$1,280,000","16","4,027","$306.18","1.12","House/Single Family"
"R2014775","Residential Detached","S","16968 86A AVENUE","Fleetwood Tynehead","2005","House/Single Family","11","Surrey","Surrey","3/31/2016","Dennis or Touchbase","5","$5,856.82","11/12/2015","025-570-480",,,"2/1/2016","$1,237,000","$207.97","0.99","6","5","RH-G","$1,248,000","81","5,948","$207.97","0.97","House/Single Family"
"R2028881","Residential Detached","S","17136 3A AVENUE","Pacific Douglas","2014","House/Single Family","2","South Surrey White Rock","Surrey","6/30/2016","Richard","3","$5,481.46","1/26/2016","028-824-628",,,"1/31/2016","$1,240,000","$326.32","0.99","5","5","RF-12","$1,250,000","5","3,800","$326.32","0.99","House/Single Family"
"R2027646","Residential Attached","S","705 1211 MELVILLE STREET","Coal Harbour","2008","Apartment/Condo","8","Vancouver West","Vancouver","7/31/2016","TXT OR CALL SAMMY","3","$3,227.77","1/22/2016","027-615-669","38","$645.84","2/1/2016","$1,240,000","$906.43","1.13","3","3","CD-1","$1,099,000","10","1,368","$906.43","1.13","Apartment/Condo"
"R2030123","Residential Detached","S","10096 172 STREET","Fraser Heights","1985","House with Acreage","31","North Surrey","Surrey","4/30/2016","Scott","4","$4,659.27","1/26/2016","000-807-575",,,"1/29/2016","$1,250,000","$337.84","0.96","4","5","RES","$1,299,000","3","3,700","$337.84","0.96","House with Acreage"
"R2023123","Residential Detached","S","41296 TANTALUS ROAD","Tantalus","2008","House/Single Family","8","Squamish","Squamish","9/30/2016","CANDICE DYER","3","$6,173.43","1/5/2016","026-804-981",,,"1/28/2016","$1,250,000","$337.84","0.94","5","4","RS1","$1,329,000","23","3,700","$337.84","0.94","House/Single Family"
"R2026014","Residential Detached","S","2026 CHARLES STREET","Grandview VE","1966","House/Single Family","50","Vancouver East","Vancouver","5/1/2016","Colin Doig","2","$3,879.07","1/18/2016","015-210-685",,,"2/2/2016","$1,250,000","$603.28","1.04","2","5","RT-4","$1,200,000","15","2,072","$603.28","1.14","House/Single Family"
"R2025807","Residential Detached","S","11571 SEAPORT AVENUE","Ironwood","1973","House/Single Family","43","Richmond","Richmond","7/15/2016","LAKHBIR SINGH KHANGURA","3","$3,324.96","1/12/2016","006-023-444",,,"1/29/2016","$1,252,000","$500.80","0.96","3","5","SFD","$1,299,000","17","2,500","$500.80","0.96","House/Single Family"
"R2030153","Residential Detached","S","12160 WOODHEAD ROAD","East Cambie","1971","House/Single Family","45","Richmond","Richmond","6/21/2016","PERRY","2","$3,228.00","2/1/2016","003-970-787",,,"2/1/2016","$1,255,800","$509.04","1.15","3","4","SFD","$1,088,000","0","2,467","$509.04","1.15","House/Single Family"
"R2028440","Residential Detached","S","8856 MCALLISTER STREET","Fort Langley","1990","House/Single Family","26","Langley","Langley","7/30/2016","touchbase","3","$5,633.21","1/25/2016","004-706-919",,,"1/31/2016","$1,256,000","$302.65","1.01","3","3","R-1E","$1,249,000","6","4,150","$302.65","1.01","House/Single Family"
"R2025613","Residential Detached","S","13551 14A AVENUE","Crescent Bch Ocean Pk.","1989","House/Single Family","27","South Surrey White Rock","Surrey","3/31/2016","David Chua","2","$4,277.17","1/18/2016","011-166-649",,,"1/29/2016","$1,258,000","$761.04","0.98","2","2","SF","$1,288,000","11","1,653","$761.04","0.98","House/Single Family"
"R2028658","Residential Detached","S","887 SHAW AVENUE","Coquitlam West","1989","House/Single Family","27","Coquitlam","Coquitlam","4/30/2016","Martina","2","$4,476.22","1/25/2016","011-365-927",,,"2/2/2016","$1,258,000","$436.05","1.12","3","5","RS1","$1,128,000","8","2,885","$436.05","1.12","House/Single Family"
"R2030783","Residential Attached","S","3 651 W 14TH STREET","Hamilton","2013","1/2 Duplex","3","North Vancouver","North Vancouver","7/29/2016","Pearly / Text","3","$4,501.80","1/29/2016","029-281-423",,"$209.00","2/1/2016","$1,260,000","$537.31","0.98","4","4","CD-570","$1,280,000","3","2,345","$537.31","0.98","1/2 Duplex"
"R2028147","Residential Detached","S","2038 PARKWAY BOULEVARD","Westwood Plateau","2002","House/Single Family","14","Coquitlam","Coquitlam","5/31/2016","JOHN","4","$4,588.64","1/25/2016","024-340-235",,,"2/1/2016","$1,260,000","$379.75","1.06","4","7","RES","$1,188,000","7","3,318","$379.75","1.06","House/Single Family"
"R2029733","Residential Detached","S","5134 KILLARNEY STREET","Collingwood VE","1952","House/Single Family","64","Vancouver East","Vancouver","3/31/2016","WENDY","2","$4,057.61","1/28/2016","011-803-771",,,"2/2/2016","$1,260,000","$763.64","0.97","2","5","RS-1","$1,295,000","5","1,650","$763.64","0.97","House/Single Family"
"R2029815","Land Only","S","8511 BLUNDELL ROAD","Brighouse South",,,,"Richmond","Richmond","1/29/2017","BRYAN",,"$4,097.85","1/29/2016","008-828-652",,,"2/1/2016","$1,260,000","$156.72","1.01",,,"R/E","$1,250,000","3",,"$156.72","1.01","Other"
"V1140645","Residential Detached","S","3418 PRITCHETT PLACE","Burke Mountain","2015","House/Single Family","1","Coquitlam","Coquitlam","8/18/2016","PADDY","4","$0.00","8/24/2015","029-574-528",,,"1/28/2016","$1,275,000","$327.17","1.00","5","6","RS8","$1,275,000","157","3,897","$327.17","1.04","House/Single Family"
"R2028467","Residential Detached","S","3216 VENABLES STREET","Renfrew VE","1959","House/Single Family","57","Vancouver East","Vancouver","12/31/2016","MEHDI","2","$3,891.10","1/26/2016","011-090-197",,,"1/29/2016","$1,280,000","$731.43","1.16","2","3","SFD","$1,100,000","3","1,750","$731.43","1.16","House/Single Family"
"R2027969","Residential Detached","S","1414 DUCHESS STREET","Burke Mountain","2014","House/Single Family","2","Coquitlam","Coquitlam","7/30/2016","Anna","4","$4,004.44","1/25/2016","028-985-206",,,"2/1/2016","$1,280,000","$327.70","1.04","5","6","SFD","$1,225,000","7","3,906","$327.70","1.04","House/Single Family"
"R2028408","Residential Detached","S","4724 LANCELOT COURT","Boyd Park","1974","House/Single Family","42","Richmond","Richmond","7/22/2016","STEVE LATHAM","2","$3,244.33","1/22/2016","002-669-609",,"$0.00","1/28/2016","$1,280,000","$595.35","0.92","2","4","SFD","$1,388,000","6","2,150","$595.35","0.92","House/Single Family"
"R2016172","Residential Detached","S","3062 OXFORD STREET","Glenwood PQ","2014","House/Single Family","2","Port Coquitlam","Port Coquitlam","4/6/2016","WILLI ISAAK","5","$5,761.31","11/16/2015","010-185-721",,,"1/31/2016","$1,280,000","$276.46","0.99","6","7","RES","$1,297,000","76","4,630","$276.46","0.99","House/Single Family"
"R2028121","Residential Detached","S","2218 E 49TH AVENUE","Killarney VE","2006","House/Single Family","10","Vancouver East","Vancouver","3/25/2016","JORDON","5","$4,974.68","1/25/2016","026-493-632",,,"1/30/2016","$1,280,000","$632.72","1.18","5","6","RS-1","$1,089,000","5","2,023","$632.72","1.18","House/Single Family"
"R2027839","Residential Detached","S","312 E 27TH STREET","Upper Lonsdale","9999","House/Single Family","999","North Vancouver","North Vancouver","8/10/2016","MARCO","2","$3,948.34","1/25/2016","012-995-380",,,"2/2/2016","$1,283,000","$632.02","1.07","2","4","SFR","$1,199,000","8","2,030","$632.02","1.07","House/Single Family"
"R2024061","Residential Attached","S","4052 ASH STREET","Cambie","2016","Townhouse","0","Vancouver West","Vancouver","6/30/2016","NICK","2","$0.00","1/11/2016","800-101-772",,"$348.26","1/30/2016","$1,285,000","$881.95","1.00","3","3","CD-1","$1,285,000","19","1,457","$881.95","1.00","Townhouse"
"R2028185","Residential Detached","S","205 CLEARVIEW DRIVE","Port Moody Centre","1961","House/Single Family","55","Port Moody","Port Moody","4/30/2016","Kristin - Text Only","3","$3,807.10","1/25/2016","004-696-344",,,"2/1/2016","$1,290,000","$537.50","1.35","3","5","RES","$958,800","7","2,400","$537.50","1.35","House/Single Family"
"R2028775","Residential Attached","S","1003 918 COOPERAGE WAY","Yaletown","2009","Apartment/Condo","7","Vancouver West","Vancouver","6/30/2016","JENNY","2","$3,210.10","1/27/2016","027-733-751",,"$500.00","2/2/2016","$1,299,000","$1,156.72","1.00","2","2","APT","$1,299,000","6","1,123","$1,156.72","1.00","Apartment/Condo"
"R2029640","Residential Detached","S","7372 151A STREET","East Newton","1991","House/Single Family","25","Surrey","Surrey","4/29/2016","MIKE MARFORI","6","$5,532.72","1/29/2016","016-559-037",,,"2/1/2016","$1,299,800","$174.21","1.00","6","9","RH-G","$1,299,800","3","7,461","$174.21","1.00","House/Single Family"
"R2022991","Residential Detached","S","1006 JAY CRESCENT","Garibaldi Highlands","2010","House/Single Family","6","Squamish","Squamish","4/30/2016","Shawn Wentworth","5","$6,501.64","1/6/2016","026-482-321",,,"1/29/2016","$1,299,900","$266.76","1.00","6","7","RS 1","$1,299,900","23","4,873","$266.76","1.00","House/Single Family"
"R2028324","Residential Detached","S","205 KELVIN GROVE WAY","Lions Bay","9999","House/Single Family","999","West Vancouver","Lions Bay","6/30/2016","THYRA MCKILLIGAN","2","$4,284.00","1/25/2016","005-163-315",,,"2/1/2016","$1,300,000","$652.28","1.04","2","3","SFD","$1,250,000","7","1,993","$652.28","1.04","House/Single Family"
"R2029761","Residential Detached","S","8520 ODLIN CRESCENT","West Cambie","1958","House/Single Family","58","Richmond","Richmond","7/30/2016","CLAUDIA","2","$2,859.20","1/26/2016","003-877-191",,,"2/2/2016","$1,300,000","$787.88","1.26","2","5","RS1/E","$1,030,000","7","1,650","$787.88","1.26","House/Single Family"
"R2027339","Residential Detached","S","7105 BROADWAY","Montecito","1962","House/Single Family","54","Burnaby North","Burnaby","12/31/2016","ANDY","2","$4,795.00","1/22/2016","002-668-882",,,"2/1/2016","$1,300,000","$554.84","1.16","2","4","R2","$1,118,000","10","2,343","$554.84","1.16","House/Single Family"
"R2028830","Residential Detached","S","6478 SUNSHINE PLACE","Sunshine Hills Woods","1973","House/Single Family","43","N. Delta","Delta","5/31/2016","TB or Alison Valcamp","2","$4,415.94","1/26/2016","005-821-240",,,"2/1/2016","$1,300,000","$445.66","1.10","3","4","RS-1","$1,179,000","6","2,917","$445.66","1.10","House/Single Family"
"R2030446","Land Only","S","1421 CRYSTAL CREEK DRIVE","Anmore",,,,"Port Moody","Anmore","8/31/2016","DARREN",,"$3,198.30","1/30/2016","027-251-471",,,"2/1/2016","$1,300,000",,"0.96",,,"RS1","$1,350,000","2",,,"0.96","Other"
"R2028040","Residential Attached","S","2506 1483 HOMER STREET","Yaletown","2003","Apartment/Condo","13","Vancouver West","Vancouver","7/25/2016","Jerry Wang","2","$3,630.80","1/25/2016","025-686-751",,"$590.28","2/2/2016","$1,305,000","$1,213.95","1.03","2","2","CD-1","$1,268,000","8","1,075","$1,213.95","1.03","Apartment/Condo"
"R2015237","Residential Detached","S","27672 MCTAVISH ROAD","Bradner","1991","House with Acreage","25","Abbotsford","Abbotsford","4/18/2016","Brad Richert (TOUCHBASE)","3","$2,417.63","1/20/2016","001-777-068",,,"1/30/2016","$1,315,000","$479.05","1.01","4","5","A1","$1,299,888","0","2,745","$479.05","1.01","House with Acreage"
"R2028821","Residential Detached","S","1511 SOUTHVIEW STREET","Burke Mountain","2014","House/Single Family","2","Coquitlam","Coquitlam","6/27/2016","Rob","3","$5,271.40","1/27/2016","028-967-411",,,"2/2/2016","$1,320,000","$389.73","0.96","4","5","RS-8","$1,368,000","6","3,387","$389.73","0.96","House/Single Family"
"R2026307","Residential Detached","S","9731 AQUILA ROAD","McNair","1971","House/Single Family","45","Richmond","Richmond","11/13/2016","HARRY GARCHA","2","$3,263.00","1/18/2016","004-951-107",,,"1/28/2016","$1,320,008","$556.97","1.21","3","4","RS1/E","$1,088,888","10","2,370","$556.97","1.21","House/Single Family"
"R2028393","Residential Detached","S","1532 160 STREET","King George Corridor","2008","House/Single Family","8","South Surrey White Rock","Surrey","6/30/2016","Please Touchbase only.","5","$5,584.00","1/25/2016","019-015-895",,,"1/31/2016","$1,325,000","$244.92","0.99","6","6","SFR","$1,344,888","6","5,410","$244.92","0.99","House/Single Family"
"R2028908","Residential Detached","S","2026 128 STREET","Elgin Chantrell","2008","House/Single Family","8","South Surrey White Rock","Surrey","6/29/2016","Teresa","3","$6,376.27","1/29/2016","026-765-641",,,"1/29/2016","$1,328,800","$298.81","1.00","4","5","CD","$1,328,800","0","4,447","$298.81","1.00","House/Single Family"
"R2030253","Residential Detached","S","12 24455 61 AVENUE","Salmon River","2016","House/Single Family","0","Langley","Langley","6/30/2016","Clare Player","3","$0.00","2/1/2016","029-514-274",,"$114.49","2/2/2016","$1,333,333","$292.21","0.95","5","5","SR-1","$1,400,000","1","4,563","$292.21","0.95","House/Single Family"
"R2019050","Residential Detached","S","9 24455 61 AVENUE","Salmon River","2016","House/Single Family","0","Langley","Langley","3/31/2016","Clare Player","4","$0.00","12/3/2015","029-514-240",,"$114.49","1/30/2016","$1,333,333","$266.24","0.95","5","5","SR-1","$1,400,000","58","5,008","$266.24","0.95","House/Single Family"
"R2031176","Residential Detached","S","13 24455 61 AVENUE","Salmon River","2016","House/Single Family","0","Langley","Langley","6/30/2016","Clare Player","3","$0.00","2/2/2016","029-514-282",,"$114.49","2/2/2016","$1,333,333","$292.21","0.95","5","5","SR-1","$1,400,000","0","4,563","$292.21","0.95","House/Single Family"
"R2011896","Residential Detached","S","2539 162A STREET","Grandview Surrey","2008","House/Single Family","8","South Surrey White Rock","Surrey","4/30/2016","Ines Quiroga","3","$5,237.08","10/29/2015","027-222-713",,,"1/28/2016","$1,340,000","$365.82","0.96","4","5","RF12","$1,398,000","91","3,663","$365.82","0.96","House/Single Family"
"R2030777","Residential Detached","S","9 24453 60 AVENUE","Salmon River","2016","House/Single Family","0","Langley","Langley","6/30/2016","Clare Player","4","$0.00","1/30/2016","029-514-720",,"$114.49","1/30/2016","$1,342,857","$268.14","0.95","5","5","SR-1","$1,410,000","0","5,008","$268.14","0.95","House/Single Family"
"V1137199","Residential Attached","S","4836 CASABELLA CRESCENT","Whistler Village","2000","Townhouse","16","Whistler","Whistler","2/15/2016","DEAN LINNELL","2","$5,688.00","7/31/2015","024-927-538",,"$431.00","1/31/2016","$1,345,000","$891.91","1.00","3","3","RM40","$1,349,000","184","1,508","$891.91","1.00","Townhouse"
"R2029563","Residential Detached","S","1065 E 56TH AVENUE","South Vancouver","1913","House/Single Family","103","Vancouver East","Vancouver","4/30/2016","Nancy","2","$3,941.22","1/29/2016","002-685-132",,,"1/31/2016","$1,350,000","$688.78","1.13","2","4","RS1","$1,198,000","2","1,960","$688.78","1.13","House/Single Family"
"R2027951","Residential Detached","S","615 E 6TH STREET","Queensbury","1958","House/Single Family","58","North Vancouver","North Vancouver","5/25/2016","Paul","1","$3,838.16","1/25/2016","014-872-871",,,"2/1/2016","$1,350,000","$761.85","1.08","1","3","RS-1","$1,249,000","7","1,772","$761.85","1.08","House/Single Family"
"R2027415","Residential Detached","S","5309 45 AVENUE","Delta Manor","1970","House/Single Family","46","Ladner","Delta","7/22/2016","MAGGIE","3","$3,595.05","1/22/2016","006-816-649",,,"2/1/2016","$1,350,000","$387.26","1.04","3","4","RM1","$1,298,000","10","3,486","$387.26","1.04","House/Single Family"
"R2028319","Residential Attached","S","1203 918 COOPERAGE WAY","Yaletown","2009","Apartment/Condo","7","Vancouver West","Vancouver","8/31/2016","ANN LOK","2","$3,492.93","1/26/2016","027-733-874","28","$476.37","2/1/2016","$1,351,000","$1,203.03","1.04","2","2","MULTI","$1,298,000","6","1,123","$1,203.03","1.04","Apartment/Condo"
