"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2046328","Residential Attached","S","1207 150 24TH STREET","Dundarave","1963","Apartment/Condo","53","West Vancouver","West Vancouver","6/11/2016","Jesse","2","$3,832.74","3/11/2016","006-006-761",,"$584.00","3/16/2016","$1,350,000","$1,232.88","1.00","2","2","MFD","$1,350,000","5","1,095","$1,232.88","1.00","Apartment/Condo"
"R2040158","Residential Detached","S","1767 208 STREET","Campbell Valley","1960","House with Acreage","56","Langley","Langley","8/31/2016","Mark","4","$3,741.65","3/2/2016","009-327-240",,,"3/16/2016","$1,350,000","$452.72","0.93","4","5","RU-1","$1,450,000","14","2,982","$452.72","0.93","House with Acreage"
"R2042382","Residential Detached","S","16322 92 AVENUE","Fleetwood Tynehead","2005","House/Single Family","11","Surrey","Surrey","6/7/2016","Mike Marfori","6","$5,779.68","3/7/2016","026-141-965",,,"3/13/2016","$1,350,000","$263.52","1.08","7","7","CD","$1,249,800","6","5,123","$263.52","1.08","House/Single Family"
"R2043418","Residential Attached","S","1833 NAPIER STREET","Grandview VE","2011","1/2 Duplex","5","Vancouver East","Vancouver","6/30/2016","Karley","3","$3,889.82","3/8/2016","028-647-211",,"$0.00","3/15/2016","$1,350,500","$887.32","1.13","4","3","RT-5","$1,198,000","7","1,522","$887.32","1.13","1/2 Duplex"
"R2043446","Residential Detached","S","2813 E 10TH AVENUE","Renfrew VE","1947","House/Single Family","69","Vancouver East","Vancouver","9/8/2016","ANGELA","1","$4,110.53","3/8/2016","014-065-711",,,"3/13/2016","$1,351,000","$1,501.11","1.23","1","2","RES-1","$1,100,000","5","900","$1,501.11","1.23","House/Single Family"
"R2043847","Residential Detached","S","5311 9A AVENUE","Tsawwassen Central","1968","House/Single Family","48","Tsawwassen","Delta","6/8/2016","LINDA","2","$3,772.97","3/8/2016","008-963-584",,,"3/14/2016","$1,351,000","$583.59","1.04","3","4","RS1","$1,298,000","6","2,315","$583.59","1.04","House/Single Family"
"R2043478","Residential Detached","S","8880 ALLISON STREET","Garden City","1986","House/Single Family","30","Richmond","Richmond","6/30/2016","PETER LEE","2","$3,577.65","3/7/2016","003-999-408",,,"3/14/2016","$1,355,000","$605.99","1.04","3","4","RS1/B","$1,299,000","7","2,236","$605.99","1.04","House/Single Family"
"R2029407","Residential Detached","S","5911 KITTIWAKE DRIVE","Westwind","1973","House/Single Family","43","Richmond","Richmond","12/31/2017","Alicia Fu","1","$3,377.80","1/28/2016","006-023-711",,,"3/14/2016","$1,355,000","$763.38","0.97","3","4","RS1E","$1,390,000","46","1,775","$763.38","0.97","House/Single Family"
"R2042320","Residential Detached","S","10111 LAWSON DRIVE","Steveston North","1981","House/Single Family","35","Richmond","Richmond","6/6/2016","Glen Pereira","2","$3,627.85","3/6/2016","002-082-128",,,"3/14/2016","$1,362,000","$670.94","1.15","3","4","NRES","$1,180,000","8","2,030","$670.94","1.15","House/Single Family"
"R2032978","Residential Detached","S","2314 CAYLEY CLOSE","Bayshores","2002","House/Single Family","14","Whistler","Whistler","8/2/2016","PETER","3","$5,921.69","2/9/2016","005-960-541",,"$147.43","3/14/2016","$1,369,000","$547.60","1.03","3","5","RES","$1,325,000","34","2,500","$547.60","1.03","House/Single Family"
"R2043329","Residential Detached","S","1150 E 29TH AVENUE","Knight","1963","House/Single Family","53","Vancouver East","Vancouver","8/8/2016","EHSAN S.","2","$4,174.06","3/8/2016","014-557-479",,,"3/14/2016","$1,370,000","$585.47","1.14","2","5","RS-1","$1,198,000","6","2,340","$585.47","1.14","House/Single Family"
"R2042388","Residential Detached","S","2153 150A STREET","Sunnyside Park Surrey","1987","House/Single Family","29","South Surrey White Rock","Surrey","6/30/2016","Blair Miller","2","$4,598.00","3/4/2016","008-584-737",,,"3/14/2016","$1,370,000","$553.76","1.13","3","3","RES","$1,215,300","10","2,474","$553.76","1.13","House/Single Family"
"R2044321","Residential Detached","S","1960 E 52ND AVENUE","Killarney VE","1955","House/Single Family","61","Vancouver East","Vancouver","12/31/2016","Chris Wang, NO TOUCHBASE","2","$4,170.17","3/9/2016","011-391-235",,,"3/14/2016","$1,370,000","$658.65","1.06","2","5","RS-1","$1,288,000","5","2,080","$658.65","1.06","House/Single Family"
"R2041929","Residential Detached","S","3906 NANAIMO STREET","Renfrew Heights","1964","House/Single Family","52","Vancouver East","Vancouver","7/31/2016","The Ruth&David Group","2","$3,677.85","3/2/2016","013-932-926",,,"3/15/2016","$1,371,000","$559.59","1.06","2","5","RS-1","$1,299,000","13","2,450","$559.59","1.06","House/Single Family"
"R2043753","Residential Detached","S","10640 HOLLYBANK DRIVE","Steveston North","1979","House/Single Family","37","Richmond","Richmond","9/30/2016","Edna Yue","3","$3,410.19","3/9/2016","003-828-000",,,"3/14/2016","$1,380,000","$709.51","1.22","3","3","101","$1,128,000","5","1,945","$709.51","1.22","House/Single Family"
"R2041601","Residential Detached","S","516 PERTH AVENUE","Coquitlam West","1971","House/Single Family","45","Coquitlam","Coquitlam","6/3/2016","CHRIS","2","$4,857.90","3/3/2016","007-365-551",,,"3/13/2016","$1,380,000","$575.00","0.95","3","4","RS1","$1,450,000","10","2,400","$575.00","0.95","House/Single Family"
"R2037098","Residential Detached","S","4848 UNDERWOOD AVENUE","Lynn Valley","1988","House/Single Family","28","North Vancouver","North Vancouver","2/19/2017","Deanna Nuesslein","3","$5,879.00","2/19/2016","005-711-371",,,"3/14/2016","$1,388,000","$464.52","1.07","4","3","SF","$1,300,000","24","2,988","$464.52","0.87","House/Single Family"
"R2042742","Residential Attached","S","1818 CHARLES STREET","Grandview VE","2007","1/2 Duplex","9","Vancouver East","Vancouver","5/31/2016","The Ruth&David Group","3","$3,558.86","3/7/2016","027-425-908",,"$0.00","3/15/2016","$1,391,850","$939.80","1.11","4","3","RT-5","$1,249,000","8","1,481","$939.80","1.11","1/2 Duplex"
"R2043776","Residential Detached","S","9351 KINGCOME PLACE","Ironwood","1982","House/Single Family","34","Richmond","Richmond","6/30/2016","ANDREA CHU","2","$3,539.93","3/7/2016","004-124-499",,,"3/15/2016","$1,399,800","$510.88","1.17","3","5","048","$1,198,000","8","2,740","$510.88","1.17","House/Single Family"
"R2042323","Residential Detached","S","13791 MALABAR AVENUE","White Rock","1968","House/Single Family","48","South Surrey White Rock","White Rock","6/30/2016","Janice","1","$5,280.01","3/7/2016","006-457-282",,,"3/13/2016","$1,400,000","$456.92","1.00","3","5","RS1","$1,398,000","6","3,064","$456.92","1.00","House/Single Family"
"R2004728","Residential Detached","S","8331 192 STREET","Port Kells","9999","House with Acreage","999","North Surrey","Surrey","4/15/2016","Noel Ferreira","2","$4,029.28","9/28/2015","006-845-916",,,"3/15/2016","$1,400,000","$630.63","0.90","2","3","ALR","$1,549,000","169","2,220","$630.63","0.78","House with Acreage"
"R2044317","Residential Detached","S","6569 GRIFFITHS AVENUE","Upper Deer Lake","1965","House/Single Family","51","Burnaby South","Burnaby","7/7/2016","BETTY FRICKER","1","$4,985.07","3/7/2016","002-884-861",,,"3/13/2016","$1,400,000","$646.65","1.08","2","4","R5","$1,300,000","6","2,165","$646.65","1.08","House/Single Family"
"R2043688","Residential Detached","S","1298 SILVERWOOD CRESCENT","Norgate","1952","House/Single Family","64","North Vancouver","North Vancouver","5/10/2016","Jennifer (or text)","1","$4,697.73","3/9/2016","010-002-120",,,"3/14/2016","$1,400,000","$1,248.88","1.22","1","3","RSN","$1,150,000","5","1,121","$1,248.88","1.22","House/Single Family"
"R2043543","Residential Detached","S","1365 TATLOW AVENUE","Norgate","1949","House/Single Family","67","North Vancouver","North Vancouver","9/8/2016","KATHY BONDEROVE","1","$4,837.05","3/8/2016","010-288-996",,,"3/16/2016","$1,400,000","$1,220.58","1.20","1","3","SF","$1,169,000","8","1,147","$1,220.58","1.20","House/Single Family"
"R2042959","Residential Detached","S","916 EDGAR AVENUE","Maillardville","1980","House/Single Family","36","Coquitlam","Coquitlam","8/31/2016","Dave Jenkins","3","$4,396.70","3/7/2016","000-611-883",,,"3/14/2016","$1,401,000","$397.79","1.12","3","5","RS1","$1,249,000","7","3,522","$397.79","1.12","House/Single Family"
"R2042963","Residential Detached","S","5735 DUMFRIES STREET","Knight","1957","House/Single Family","59","Vancouver East","Vancouver","6/30/2016","GARY GREWAL","2","$4,662.72","3/7/2016","009-249-681",,,"3/15/2016","$1,402,000","$722.68","1.17","2","6","RS-1","$1,199,000","8","1,940","$722.68","1.17","House/Single Family"
"R2042778","Residential Detached","S","6415 COMMERCIAL STREET","Killarney VE","1945","House/Single Family","71","Vancouver East","Vancouver","8/31/2016","MANNY","1","$4,088.23","3/7/2016","013-972-359",,,"3/14/2016","$1,407,500","$1,842.28","1.04","1","2","RS1","$1,349,000","7","764","$1,842.28","1.04","House/Single Family"
"R2042931","Residential Detached","S","11380 NO 1 ROAD","Steveston South","1989","House/Single Family","28","Richmond","Richmond","6/7/2016","ELLEN GUAN","3","$3,903.94","3/7/2016","012-336-653",,,"3/16/2016","$1,408,800","$466.03","0.95","3","5","RS1/E","$1,480,000","9","3,023","$466.03","0.95","House/Single Family"
"R2043769","Residential Detached","S","1886 BERKLEY ROAD","Blueridge NV","1960","House/Single Family","56","North Vancouver","North Vancouver","7/8/2016","Daniel","2","$5,097.41","3/8/2016","004-557-042",,,"3/14/2016","$1,410,000","$781.60","1.09","2","4","RS3","$1,290,000","6","1,804","$781.60","1.09","House/Single Family"
"R2040701","Residential Attached","S","3531 W 8TH AVENUE","Kitsilano","1987","1/2 Duplex","29","Vancouver West","Vancouver","4/30/2016","ROSE","2","$4,100.59","2/29/2016","006-244-092",,"$0.00","3/15/2016","$1,425,000","$1,079.55","1.00","3","3","RT7","$1,420,000","15","1,320","$1,079.55","1.02","1/2 Duplex"
"R2037020","Residential Detached","S","10671 BRIDGEPORT ROAD","Bridgeport RI","1970","House/Single Family","46","Richmond","Richmond","7/31/2016","KEITH","2","$3,607.42","2/19/2016","003-691-292",,,"3/16/2016","$1,425,000","$849.73","1.10","2","3","RS1/D","$1,300,000","26","1,677","$849.73","1.10","House/Single Family"
"R2041575","Residential Detached","S","26148 56 AVENUE","Salmon River","1960","House with Acreage","56","Langley","Langley","9/25/2016","Jason","1","$4,903.03","2/25/2016","002-345-056",,,"3/16/2016","$1,425,000","$1,952.05","1.02","2","2","RU-3","$1,399,900","20","730","$1,952.05","1.02","House with Acreage"
"R2044358","Residential Detached","S","508 APRIL ROAD","Heritage Mountain","2001","House/Single Family","15","Port Moody","Port Moody","5/31/2016","TOUCHBASE","3","$5,072.39","3/8/2016","023-991-313",,,"3/14/2016","$1,429,000","$437.67","1.11","4","4","SFD","$1,288,800","6","3,265","$437.67","1.11","House/Single Family"
"R2043010","Residential Detached","S","4803 PANDORA STREET","Capitol Hill BN","1984","House/Single Family","32","Burnaby North","Burnaby","9/6/2016","Clairy Yang","3","$5,143.56","3/7/2016","003-290-018",,,"3/14/2016","$1,430,000","$510.53","1.19","3","6","RS5","$1,198,800","7","2,801","$510.53","1.19","House/Single Family"
"R2043848","Residential Detached","S","5079 ELGIN STREET","Fraser VE","1960","House/Single Family","56","Vancouver East","Vancouver","5/8/2016","DUSTIN WANG","3","$4,081.99","3/7/2016","003-749-754",,,"3/14/2016","$1,430,000","$849.67","1.20","3","4","RS-1","$1,188,000","7","1,683","$849.67","1.20","House/Single Family"
"R2045146","Residential Detached","S","10390 256 STREET","Thornhill MR","1977","House/Single Family","39","Maple Ridge","Maple Ridge","7/7/2016","PHIL WEBER","3","$6,910.15","3/11/2016","012-628-824",,,"3/15/2016","$1,435,000","$667.44","0.90","3","4","A-2","$1,590,000","4","2,150","$667.44","0.90","House/Single Family"
"R2042289","Residential Attached","S","2974 W 6TH AVENUE","Kitsilano","1926","Townhouse","90","Vancouver West","Vancouver","6/30/2016","CLIENT CARE (NO TOUCHBASE)","2","$2,789.40","3/6/2016","009-903-933","2","$280.00","3/14/2016","$1,440,000","$1,073.03","1.08","3","3","RT-7","$1,338,000","8","1,342","$1,073.03","1.08","Townhouse"
"R2042728","Residential Detached","S","13409 14 AVENUE","Crescent Bch Ocean Pk.","1990","House/Single Family","26","South Surrey White Rock","Surrey","9/9/2016","Touchbase Drew Pretty","2","$4,477.55","3/9/2016","010-379-029",,,"3/15/2016","$1,449,800","$542.79","1.00","3","4","RF","$1,449,800","6","2,671","$542.79","1.01","House/Single Family"
"R2024812","Residential Attached","S","1803 1211 MELVILLE STREET","Coal Harbour","2008","Apartment/Condo","8","Vancouver West","Vancouver","4/12/2016","Rebecca TEXT PLZ","2","$3,584.83","1/12/2016","027-616-266","38","$610.59","3/16/2016","$1,450,000","$1,143.53","1.00","2","3","CD-1","$1,448,800","64","1,268","$1,143.53","0.94","Apartment/Condo"
"R2042656","Residential Detached","S","5539 COVE INLET ROAD","Neilsen Grove","2010","House/Single Family","6","Ladner","Delta","2/28/2017","KEVIN","3","$5,322.60","3/7/2016","026-255-111",,"$38.00","3/14/2016","$1,450,000","$587.28","1.04","4","4","CD98A","$1,388,800","7","2,469","$587.28","1.04","House/Single Family"
"R2043629","Residential Detached","S","4894 CEDAR CRESCENT","Pebble Hill","1967","House/Single Family","49","Tsawwassen","Delta","7/31/2016","Eric Grant","1","$4,035.72","3/8/2016","008-948-291",,,"3/14/2016","$1,450,000","$651.69","1.16","3","4","RS-1","$1,248,000","6","2,225","$651.69","1.16","House/Single Family"
"R2043425","Residential Detached","S","15645 34 AVENUE","Morgan Creek","2001","House/Single Family","15","South Surrey White Rock","Surrey","6/8/2016","Cathy Pearce","3","$5,004.00","3/8/2016","024-674-664",,,"3/14/2016","$1,455,000","$367.42","1.04","4","5","SF","$1,398,888","6","3,960","$367.42","1.04","House/Single Family"
"R2042679","Residential Attached","S","312 508 W 29TH AVENUE","Cambie","2015","Apartment/Condo","1","Vancouver West","Vancouver","6/6/2016","JOANNE YAU","2","$0.00","3/7/2016","029-698-146","6","$561.45","3/15/2016","$1,455,000","$1,195.56","1.12","2","3","CD-1","$1,299,000","8","1,217","$1,195.56","1.12","Apartment/Condo"
"R2039154","Residential Detached","S","14888 23 AVENUE","Sunnyside Park Surrey","2001","House/Single Family","15","South Surrey White Rock","Surrey","12/31/2016","Vince","3","$4,803.72","2/23/2016","023-872-977",,,"3/14/2016","$1,460,000","$565.67","0.97","4","4","RES","$1,508,000","20","2,581","$565.67","1.23","House/Single Family"
"R2043191","Residential Detached","S","3567 ROSEMARY HEIGHTS DRIVE","Morgan Creek","2008","House/Single Family","8","South Surrey White Rock","Surrey","6/7/2016","Jeanette Weeks","3","$4,624.61","3/7/2016","026-638-983",,,"3/13/2016","$1,460,000","$375.32","1.04","4","4","SF","$1,398,880","6","3,890","$375.32","1.04","House/Single Family"
"R2044693","Residential Detached","S","6953 232 STREET","Salmon River","9999","House with Acreage","999","Langley","Langley","7/7/2016","Tracy","1","$4,337.27","3/7/2016","003-096-921",,,"3/14/2016","$1,460,000","$464.97","0.98","2","4","RU3","$1,488,800","7","3,140","$464.97","0.98","House with Acreage"
"R2044097","Residential Attached","S","3303 1438 RICHARDS STREET","Yaletown","2004","Apartment/Condo","12","Vancouver West","Vancouver","3/9/2017","SAM OR KARA","2","$3,553.02","3/9/2016","025-851-527",,"$524.56","3/14/2016","$1,460,000","$1,300.09","1.04","2","2","CD-1","$1,399,900","5","1,123","$1,300.09","1.04","Apartment/Condo"
"R2044036","Residential Detached","S","9115 EVANCIO CRESCENT","Lackner","1980","House/Single Family","36","Richmond","Richmond","9/28/2016","Inderjit","2","$4,038.52","3/9/2016","002-655-357",,,"3/14/2016","$1,460,000","$624.20","1.12","3","4","146","$1,298,000","5","2,339","$624.20","1.12","House/Single Family"
"R2042611","Residential Detached","S","7486 19TH AVENUE","Edmonds BE","2010","House/Single Family","6","Burnaby East","Burnaby","5/7/2016","TINGTING","4","$5,045.30","3/7/2016","028-127-005",,,"3/14/2016","$1,460,000","$685.45","1.22","4","5","R-12","$1,199,000","7","2,130","$685.45","1.22","House/Single Family"
"R2042069","Residential Detached","S","7457 17TH AVENUE","Edmonds BE","2004","House/Single Family","12","Burnaby East","Burnaby","6/30/2016","Tom Wan","3","$5,028.21","3/4/2016","000-954-012",,,"3/15/2016","$1,468,000","$515.09","0.99","4","9","R5","$1,488,000","11","2,850","$515.09","0.99","House/Single Family"
"R2042589","Residential Detached","S","7552 GREENWOOD STREET","Montecito","1973","House/Single Family","43","Burnaby North","Burnaby","5/31/2016","TB PREF or ADAM","3","$4,938.50","3/7/2016","007-582-374",,,"3/14/2016","$1,469,000","$571.15","1.17","3","5","R2","$1,258,000","7","2,572","$571.15","1.17","House/Single Family"
"R2035679","Residential Attached","S","4557 CAMBIE STREET","Cambie","2016","Townhouse","0","Vancouver West","Vancouver","8/30/2016","Carole Wang","3","$2,445.00","2/15/2016","029-697-727",,"$712.73","3/13/2016","$1,470,000","$929.79","0.98","4","3","CD-1","$1,498,000","27","1,581","$929.79","0.98","Townhouse"
"R2043627","Residential Attached","S","3405 1028 BARCLAY STREET","West End VW","2011","Apartment/Condo","5","Vancouver West","Vancouver","9/30/2016","Celene Cheang","2","$3,514.14","3/8/2016","028-446-941",,"$392.96","3/13/2016","$1,480,000","$1,441.09","0.99","2","2","APT","$1,499,000","5","1,027","$1,441.09","0.99","Apartment/Condo"
"R2042430","Residential Detached","S","11760 72 AVENUE","Scottsdale","2015","House/Single Family","1","N. Delta","Delta","5/31/2016","Hardeep Tiwana","6","$4,584.94","3/4/2016","007-098-243",,,"3/15/2016","$1,480,000","$273.82","1.07","6","8","RM1","$1,388,888","11","5,405","$273.82","1.07","House/Single Family"
"R2041595","Residential Detached","S","2049 VENABLES STREET","Hastings","1920","House/Single Family","96","Vancouver East","Vancouver","5/31/2016","Bob Bracken","4","$5,307.82","3/1/2016","015-300-544",,,"3/14/2016","$1,482,000","$550.72","1.14","4","6","RT-4","$1,298,000","13","2,691","$550.72","1.14","House/Single Family"
