"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2039668","Residential Detached","S","1635 136 STREET","Crescent Bch Ocean Pk.","1973","House/Single Family","43","South Surrey White Rock","Surrey","8/29/2016","Melanie Sasso","2","$4,069.37","3/7/2016","009-756-663",,,"3/16/2016","$1,180,000","$543.28","0.99","2","3","SF","$1,188,000","9","2,172","$543.28","0.99","House/Single Family"
"R2043435","Residential Attached","S","C 231 E 17TH STREET","Central Lonsdale","1987","Townhouse","29","North Vancouver","North Vancouver","8/31/2016","KYLA","2","$3,807.42","3/8/2016","008-609-101",,"$300.00","3/16/2016","$1,181,000","$535.60","1.19","3","3","CD113","$989,000","8","2,205","$535.60","1.19","Townhouse"
"R2033728","Residential Detached","S","3269 EUCLID AVENUE","Collingwood VE","1964","House/Single Family","52","Vancouver East","Vancouver","6/30/2016","TOUCHBASE","1","$3,651.26","2/8/2016","014-239-949",,,"3/18/2016","$1,184,000","$552.75","1.00","2","4","SFD","$1,188,000","39","2,142","$552.75","0.95","House/Single Family"
"R2033408","Land Only","S","13885 23A AVENUE","Elgin Chantrell",,,,"South Surrey White Rock","Surrey","5/9/2016","LINDA",,"$4,404.63","2/9/2016","029-614-716",,,"3/17/2016","$1,188,800","$66.01","0.60",,,"RH","$1,988,000","37",,"$66.01","0.60","Other"
"R2044297","Residential Detached","S","738 MARS STREET","Central Coquitlam","1960","House/Single Family","56","Coquitlam","Coquitlam","8/31/2016","Touchbase Only","2","$4,069.10","3/10/2016","004-675-908",,,"3/18/2016","$1,190,000","$1,190.00","1.32","2","2","RS1","$900,000","8","1,000","$1,190.00","1.32","House/Single Family"
"R2035461","Residential Detached","S","2872 WEMBLEY DRIVE","Westlynn Terrace","1965","House/Single Family","51","North Vancouver","North Vancouver","7/15/2016","TOUCHBASE","2","$5,602.90","2/15/2016","009-099-034",,,"3/19/2016","$1,192,500","$396.31","0.92","3","5","RS3","$1,299,000","33","3,009","$396.31","0.92","House/Single Family"
"F1448983","Residential Detached","S","1639 256TH STREET","Otter District","2009","House with Acreage","7","Langley","Langley","8/5/2016","NAV SEKHON","3","$1,840.00","8/5/2015","006-874-584",,,"3/20/2016","$1,195,000","$519.57","1.00","4","3","RU-2","$1,195,000","228","2,300","$519.57","1.00","House with Acreage"
"R2044771","Residential Detached","S","273 174 STREET","Pacific Douglas","2014","House/Single Family","2","South Surrey White Rock","Surrey","8/8/2016","Brian Jenkins","3","$4,351.73","3/8/2016","028-785-576",,,"3/16/2016","$1,198,800","$329.70","1.01","4","6","RF-12","$1,188,800","8","3,636","$329.70","1.01","House/Single Family"
"R2044524","Residential Detached","S","1721 ARBORLYNN DRIVE","Westlynn","1959","House/Single Family","57","North Vancouver","North Vancouver","5/30/2016","INGRID","2","$5,383.71","3/7/2016","009-542-973",,,"3/16/2016","$1,199,000","$542.29","1.00","2","4","RS3","$1,199,000","9","2,211","$542.29","1.00","House/Single Family"
"R2043434","Residential Detached","S","518 KEEFER STREET","Mount Pleasant VE","1910","House/Single Family","106","Vancouver East","Vancouver","7/30/2016","HELEN LEE","2","$4,254.89","3/5/2016","008-502-404",,,"3/20/2016","$1,200,000","$409.56","1.02","2","8","RT-3","$1,180,000","15","2,930","$409.56","1.02","House/Single Family"
"R2021820","Residential Detached","S","12385 NEW MCLELLAN ROAD","Panorama Ridge","1968","House/Single Family","48","Surrey","Surrey","3/31/2016","Gurmit","3","$4,319.11","12/29/2015","007-431-449",,,"3/16/2016","$1,200,000","$369.23","0.92","3","6","RA","$1,300,000","78","3,250","$369.23","0.92","House/Single Family"
"R2041082","Residential Detached","S","8249 18TH AVENUE","East Burnaby","9999","House/Single Family","999","Burnaby East","Burnaby","6/1/2016","JIM HORNBROOK","2","$4,448.05","3/1/2016","002-800-501",,,"3/19/2016","$1,200,000","$750.00","0.96","2","3","R-10","$1,250,000","18","1,600","$750.00","0.96","House/Single Family"
"R2046480","Residential Detached","S","20432 98A AVENUE","Walnut Grove","2007","House/Single Family","9","Langley","Langley","7/30/2016","touchbase","3","$5,726.43","3/15/2016","026-546-256",,,"3/20/2016","$1,200,000","$268.40","0.96","4","5","R-1A","$1,249,000","5","4,471","$268.40","0.96","House/Single Family"
"R2038175","Residential Detached","S","8964 NASH STREET","Fort Langley","1993","House/Single Family","23","Langley","Langley","7/30/2016","touchbase","3","$5,701.69","2/21/2016","017-515-971",,,"3/18/2016","$1,200,000","$269.84","0.96","4","5","R-1E","$1,249,000","26","4,447","$269.84","0.96","House/Single Family"
"R2022778","Residential Detached","S","10015 ODELL STREET","Whonnock","9999","House with Acreage","999","Maple Ridge","Maple Ridge","6/30/2016","TODD RATCLIFF","1","$1,558.19","1/1/2016","001-543-440",,,"3/18/2016","$1,200,000","$988.47","0.93","1","3","AGR","$1,295,000","77","1,214","$988.47","0.93","House with Acreage"
"R2046822","Residential Detached","S","4820 7A AVENUE","Tsawwassen Central","1975","House/Single Family","41","Tsawwassen","Delta","7/31/2016","PHIL","2","$3,854.93","3/14/2016","010-606-751",,,"3/16/2016","$1,210,000","$506.70","1.00","2","4","RS1","$1,210,000","2","2,388","$506.70","1.00","House/Single Family"
"R2046282","Residential Detached","S","3396 DARWIN AVENUE","Burke Mountain","2009","House/Single Family","7","Coquitlam","Coquitlam","6/10/2016","TEXT DENNIS (NO TB)","3","$4,073.33","3/10/2016","027-681-939",,,"3/19/2016","$1,210,000","$500.83","1.35","4","4","RS7","$898,000","9","2,416","$500.83","1.35","House/Single Family"
"R2044042","Residential Detached","S","7 ALDER DRIVE","Heritage Woods PM","2005","House/Single Family","11","Port Moody","Port Moody","6/30/2016","Margaret","3","$4,763.10","3/7/2016","026-066-921",,"$0.00","3/16/2016","$1,215,000","$452.35","1.07","4","5","SFD","$1,138,000","9","2,686","$452.35","1.07","House/Single Family"
"R2036330","Residential Detached","S","14893 20 AVENUE","Sunnyside Park Surrey","1987","House/Single Family","29","South Surrey White Rock","Surrey","7/7/2016","Sandra Perry","2","$4,463.57","2/18/2016","002-368-676",,,"3/19/2016","$1,220,000","$597.75","0.99","3","3","RF","$1,228,000","30","2,041","$597.75","0.99","House/Single Family"
"R2045429","Residential Detached","S","148 STONEGATE DRIVE","Furry Creek","2001","House/Single Family","15","West Vancouver","West Vancouver","6/14/2016","SHANE","2","$4,272.98","3/14/2016","023-892-471",,,"3/17/2016","$1,220,000","$437.43","1.11","2","3","RES","$1,098,000","3","2,789","$437.43","1.11","House/Single Family"
"R2043890","Multifamily","S","10240-10242 MICHEL PLACE","Whalley","1977","Duplex","39","North Surrey","Surrey","5/15/2016","AJAY","2","$4,020.57","3/8/2016","006-678-181",,,"3/16/2016","$1,234,567","$573.68","0.82","2","5","RF","$1,500,000","8","2,152","$573.68","0.82","Duplex"
"R2046343","Residential Detached","S","9655 206A STREET","Walnut Grove","1993","House/Single Family","23","Langley","Langley","7/31/2016","Laura Dech","2","$4,904.64","3/15/2016","017-608-422",,,"3/20/2016","$1,235,000","$471.37","1.27","3","3","R-1D","$975,000","5","2,620","$471.37","1.27","House/Single Family"
"R2040493","Residential Detached","S","4117 CAVENDISH DRIVE","Steveston North","1980","House/Single Family","36","Richmond","Richmond","2/25/2017","JADE","2","$3,414.27","3/1/2016","003-996-042",,,"3/17/2016","$1,235,000","$635.94","1.05","3","3","147","$1,180,000","16","1,942","$635.94","1.05","House/Single Family"
"R2043532","Residential Detached","S","12780 JACK BELL DRIVE","East Cambie","1997","House/Single Family","19","Richmond","Richmond","7/31/2016","Peter","3","$3,502.00","3/8/2016","018-287-191",,,"3/16/2016","$1,250,000","$522.79","1.00","3","5","RS1/B","$1,250,000","8","2,391","$522.79","1.00","House/Single Family"
"R2040442","Residential Detached","S","5340 SARATOGA DRIVE","Cliff Drive","1970","House/Single Family","46","Tsawwassen","Delta","6/17/2016","MERILEE","3","$4,443.65","3/1/2016","009-216-561",,,"3/16/2016","$1,250,000","$580.59","0.94","3","4","RES","$1,328,000","15","2,153","$580.59","0.90","House/Single Family"
"R2039612","Residential Detached","S","14861 SOUTHMERE COURT","Sunnyside Park Surrey","1984","House/Single Family","32","South Surrey White Rock","Surrey","5/31/2016","Karen Huang","2","$4,267.85","2/29/2016","005-744-768",,,"3/20/2016","$1,250,000","$370.70","0.97","3","4","RF","$1,288,000","20","3,372","$370.70","0.97","House/Single Family"
"R2021008","Residential Detached","S","14857 BUENA VISTA AVENUE","White Rock","9999","House/Single Family","999","South Surrey White Rock","White Rock","4/30/2016","Leslie Zhao","1","$5,567.41","12/12/2015","002-182-165",,,"3/18/2016","$1,250,000","$806.45","0.99","2","2","RT1","$1,258,000","97","1,550","$806.45","0.99","House/Single Family"
"R2044744","Residential Detached","S","748 MACINTOSH STREET","Central Coquitlam","1962","House/Single Family","54","Coquitlam","Coquitlam","9/11/2016","COLIN CUCCIONE","1","$4,655.26","3/11/2016","008-269-670",,,"3/20/2016","$1,250,500","$1,211.72","0.96","1","3","RS-1","$1,299,999","9","1,032","$1,211.72","0.96","House/Single Family"
"R2038441","Residential Detached","S","1410 GILLESPIE ROAD","Beach Grove","1968","House/Single Family","48","Tsawwassen","Delta","7/24/2016","Justine","2","$4,291.24","2/24/2016","010-947-973",,,"3/18/2016","$1,260,000","$599.43","0.98","2","4","RM1","$1,288,000","23","2,102","$599.43","0.93","House/Single Family"
"R2044129","Residential Detached","S","24946 56 AVENUE","Salmon River","2010","House/Single Family","6","Langley","Langley","6/30/2016","Laura Dech","4","$5,522.40","3/9/2016","001-591-061",,,"3/17/2016","$1,262,500","$228.30","0.97","5","8","SR-1","$1,299,000","8","5,530","$228.30","0.97","House/Single Family"
"R2038351","Residential Detached","S","10968 DENNIS CRESCENT","McNair","1972","House/Single Family","44","Richmond","Richmond","7/23/2016","DON","1","$3,332.12","2/24/2016","004-263-715",,,"3/19/2016","$1,268,000","$744.13","0.98","3","3","RS1/E","$1,299,000","24","1,704","$744.13","0.98","House/Single Family"
"R2043293","Residential Attached","S","3002 583 BEACH CRESCENT","Yaletown","2005","Apartment/Condo","11","Vancouver West","Vancouver","6/30/2016","TYLER PEERLESS","2","$3,705.04","3/8/2016","026-240-017",,"$484.90","3/16/2016","$1,281,000","$1,112.95","1.07","2","2","CD-1","$1,198,800","8","1,151","$1,112.95","1.07","Apartment/Condo"
"R2043490","Residential Detached","S","22355 52 AVENUE","Murrayville","1983","House/Single Family","33","Langley","Langley","9/8/2016","TOUCHBASE","3","$5,794.92","3/8/2016","024-236-802",,,"3/16/2016","$1,285,000","$254.30","1.09","4","5","SR-3","$1,180,000","8","5,053","$254.30","1.09","House/Single Family"
"R2046980","Residential Detached","S","36 24455 61 AVENUE","Salmon River","2016","House/Single Family","0","Langley","Langley","7/31/2016","Clare Player","4","$0.00","3/16/2016","029-514-517",,"$114.49","3/16/2016","$1,285,714","$324.68","0.95","5","4","SR-1","$1,350,000","0","3,960","$324.68","0.95","House/Single Family"
"R2042525","Residential Detached","S","595 GARROW DRIVE","Glenayre","1967","House/Single Family","49","Port Moody","Port Moody","8/31/2016","KEN","3","$4,240.11","3/5/2016","002-163-161",,,"3/16/2016","$1,288,000","$498.07","1.18","3","3","RS1","$1,088,888","11","2,586","$498.07","1.18","House/Single Family"
"V1137017","Residential Detached","S","160 HOPKINS ROAD","Gibsons & Area","1995","House/Single Family","21","Sunshine Coast","Gibsons","5/31/2016","JOHN MCKENZIE","3","$6,519.00","7/29/2015","010-099-760",,,"3/17/2016","$1,288,000","$449.09","1.00","3","2","R1","$1,288,000","232","2,868","$449.09","0.90","House/Single Family"
"R2011075","Land Only","S","1085 CYPRESS STREET","White Rock",,,,"South Surrey White Rock","White Rock","5/30/2016","Pavin Cheema",,"$4,064.86","10/23/2015","009-602-313",,,"3/19/2016","$1,290,000","$221.35","0.97",,,"RES","$1,325,000","148",,"$221.35","0.97","Other"
"R2036645","Residential Detached","S","2260 148TH STREET","Sunnyside Park Surrey","2001","House/Single Family","15","South Surrey White Rock","Surrey","8/18/2016","Stuart Graham","2","$4,608.03","2/18/2016","023-873-060",,,"3/19/2016","$1,300,000","$513.83","1.00","3","4","RES","$1,298,000","30","2,530","$513.83","1.00","House/Single Family"
"R2044363","Residential Detached","S","654 FORESTHILL PLACE","North Shore Pt Moody","1973","House/Single Family","43","Port Moody","Port Moody","9/7/2016","WILLI","2","$5,010.53","3/10/2016","005-231-060",,,"3/16/2016","$1,300,000","$616.11","1.31","3","3","RES","$995,000","6","2,110","$616.11","1.31","House/Single Family"
"R2040819","Residential Detached","S","1518 GREENSTONE COURT","Westwood Plateau","1992","House/Single Family","24","Coquitlam","Coquitlam","12/31/2016","TOUCHBASE ONLY","3","$5,022.24","3/1/2016","017-711-134",,,"3/19/2016","$1,300,000","$342.29","1.09","4","5","RS1","$1,188,000","18","3,798","$342.29","1.09","House/Single Family"
"R2040543","Residential Detached","S","13716 GLEN PLACE","Bear Creek Green Timbers","2011","House/Single Family","5","Surrey","Surrey","7/31/2016","Shivani","6","$5,467.49","3/1/2016","005-555-787",,,"3/18/2016","$1,300,000","$229.07","1.00","7","7","RF","$1,300,888","17","5,675","$229.07","1.00","House/Single Family"
"R2043264","Residential Detached","S","538 BROOKMERE AVENUE","Coquitlam West","1954","House/Single Family","62","Coquitlam","Coquitlam","6/30/2016","SUKI","2","$4,173.53","3/7/2016","010-341-811",,,"3/18/2016","$1,300,000","$502.90","0.90","2","6","RS-1","$1,450,000","11","2,585","$502.90","0.90","House/Single Family"
"R2046294","Residential Detached","S","9940 SEACOTE ROAD","Ironwood","1958","House/Single Family","58","Richmond","Richmond","7/31/2016","RANDY FRIESEN","2","$3,225.21","3/14/2016","001-498-631",,,"3/20/2016","$1,340,000","$620.37","1.13","3","4","RS1/E","$1,188,000","6","2,160","$620.37","1.13","House/Single Family"
"R2035530","Residential Detached","S","25346 64 AVENUE","County Line Glen Valley","1974","House with Acreage","42","Langley","Langley","8/15/2016","Nick","1","$4,035.00","2/15/2016","012-266-507",,,"3/20/2016","$1,340,000","$568.04","1.00","2","3","RU-1","$1,339,000","34","2,359","$568.04","1.00","House with Acreage"
"R2040398","Residential Detached","S","3880 LAMOND AVENUE","Seafair","1958","House/Single Family","58","Richmond","Richmond","6/30/2016","MARELYNN","1","$3,442.33","3/1/2016","004-864-115",,,"3/16/2016","$1,348,000","$762.87","0.99","2","4","RS1/E","$1,358,000","15","1,767","$762.87","0.99","House/Single Family"
"R2040158","Residential Detached","S","1767 208 STREET","Campbell Valley","1960","House with Acreage","56","Langley","Langley","8/31/2016","Mark","4","$3,741.65","3/2/2016","009-327-240",,,"3/16/2016","$1,350,000","$452.72","0.93","4","5","RU-1","$1,450,000","14","2,982","$452.72","0.93","House with Acreage"
"R2044352","Residential Detached","S","4265 PETERSON DRIVE","Boyd Park","1977","House/Single Family","39","Richmond","Richmond","9/30/2016","Shamir","2","$3,397.63","3/10/2016","004-173-899",,,"3/19/2016","$1,350,000","$649.66","0.97","3","4","052","$1,388,000","9","2,078","$649.66","0.97","House/Single Family"
"R2046328","Residential Attached","S","1207 150 24TH STREET","Dundarave","1963","Apartment/Condo","53","West Vancouver","West Vancouver","6/11/2016","Jesse","2","$3,832.74","3/11/2016","006-006-761",,"$584.00","3/16/2016","$1,350,000","$1,232.88","1.00","2","2","MFD","$1,350,000","5","1,095","$1,232.88","1.00","Apartment/Condo"
"R2044856","Residential Detached","S","7755 ELFORD STREET","The Crest","1953","House/Single Family","63","Burnaby East","Burnaby","7/30/2016","Trevor","1","$4,141.31","3/11/2016","001-443-607",,,"3/17/2016","$1,351,100","$562.96","1.23","1","2","R-2","$1,099,000","6","2,400","$562.96","1.23","House/Single Family"
"R2020412","Residential Detached","S","7078 NESTERS ROAD","Nesters","1983","House/Single Family","33","Whistler","Whistler","6/10/2016","KRIS SKOUPAS","4","$4,990.71","12/10/2015","008-854-181",,,"3/20/2016","$1,352,500","$644.05","0.92","4","5","RS-1","$1,475,000","101","2,100","$644.05","0.92","House/Single Family"
"R2031840","Residential Detached","S","1035 JAY CRESCENT","Garibaldi Highlands","2015","House/Single Family","1","Squamish","Squamish","2/28/2017","Tom Malpass","4","$2,541.00","2/5/2016","026-481-791",,,"3/18/2016","$1,375,000","$336.19","0.98","6","5","RS1","$1,398,800","42","4,090","$336.19","0.92","House/Single Family"
"R2042765","Residential Detached","S","1319 HOLLYBROOK STREET","Burke Mountain","2014","House/Single Family","2","Coquitlam","Coquitlam","7/7/2016","TOUCHBASE/LORNA WHALEN","3","$5,149.49","3/7/2016","029-073-219",,,"3/20/2016","$1,379,000","$405.35","1.00","4","5","SFD","$1,379,000","13","3,402","$405.35","1.00","House/Single Family"
"R2049209","Residential Detached","S","7033 129A STREET","West Newton","2011","House/Single Family","5","Surrey","Surrey","11/30/2016","Sukhbir Singh Gill","8","$5,328.00","3/17/2016","005-257-140",,,"3/17/2016","$1,390,000","$183.14","0.99","8","10","SFD","$1,400,000","0","7,590","$183.14","0.99","House/Single Family"
"R2042527","Residential Detached","S","2473 CAMBRIDGE STREET","Hastings East","1927","House/Single Family","89","Vancouver East","Vancouver","5/4/2016","PETER FANG","2","$4,526.75","3/6/2016","010-914-170",,,"3/20/2016","$1,398,000","$579.84","1.00","2","6","RS-1","$1,398,000","14","2,411","$579.84","1.00","House/Single Family"
"R2047135","Residential Attached","S","8568 OSLER STREET","Marpole","2017","Townhouse","0","Vancouver West","Vancouver","3/13/2017","Winston Chan","2","$0.00","3/14/2016","002-644-888","3","$234.23","3/17/2016","$1,399,800","$804.95","1.00","3","3","RM-8","$1,399,800","3","1,739","$804.95","1.00","Townhouse"
