"ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Total Baths","Zoning","List Price","Lot Sz (Acres)","Region","# of Kitchens","1-Bedrm Units","2-Bedrm Units","3-Bedrm Units","Adjustment Date","Age","Agent Hit Count","Appointment Phone Number","Approx.Yr of Renos/Addns","Bach./Studio Units","Back On Market Date","Bds In Bsmt","Bds Not In Bsmt","Bldg Permit Approved?","Building Plans","Buyer","ByLaw Infractions?","City","Class","Collapse Date","Confirm Sold Date","Days On MLS","Depth","Development Permit?","Expiry Date","Fireplaces","Floor Area -Grand Total","Floor Area Fin - Basement","Foundation","Gross Taxes","How Sold","Income As At Date","Income Per Annum","Include in DDF (Y/N)","Info Package Available?","Jurisdiction","Land Lease Expiry Year","Last Trans Date","Less Oper. Expenses","List Date","Municipality","Natural Gas","Net Oper. Income","No. Floor Levels","Other Units","Parking Places - Total","Potential for Rezoning?","Prev Price","Previous Exp Date","Prop in Lnd Reserve?(ALR)","Province","Public Remarks","Realtor Remarks","Sale/Rent","Sanitary Sewer","SP/OLP Ratio","Status Change Date","Storeys in Building","Stories in Building","Storm Sewer","Strata Maint Fee","Title to Land","Tot Units in Strata Plan","Unit Entitlement","Units in Development","Water Supply","Worldproperties.com"
"R2281465","Residential Detached","T","5431 MAPLE ROAD","Lackner","56","5","2018","6,383.00","House/Single Family","Richmond","030-038-707","V7E 1G2","52.00",,,,,,,"4","RS1/B","$3,288,000","0.15","Greater Vancouver","2",,,,,"0",,"604-780-3236",,,,"0","5",,,,,"Richmond","Residential Detached",,,,"123",,"8/13/2018","1","3,198","0","Concrete Perimeter","$1.00",,,,"Yes",,"CITY OF RICHMOND",,"8/13/2018",,"6/18/2018","Richmond",,,"2",,"4",,"$0","6/17/2019",,"BC","Inspired by the homes of elite ivy league families on the east coast, the Manhasset has been built as an heirloom property to be proudly passed down to future generations. This beautiful home features: His & Her garages; extensive millwork throughout: dining room niche, wainscotting; walnut centre kitchen island; classic white perimeter cabinetry; wok kitchen/pantry; 100% quartz countertops; radiant hot water heated floors; air conditioning; elevated grand foyer; newly debuted Optimyst fireplace (3D fire,complete with logs), and much more. Looking for something unique with classical architecture, timeless and trendy? This is the one! Open house Sun August 12th 2-4pm or call for a private showing.","Measurements by BC Floor Plan. Shows beautifully. Open house Sunday August 12th 2-4pm. See Video:https://vimeo.com/276628611","For Sale",,,"8/13/2018",,,,,"Freehold NonStrata",,,,,
"R2273665","Residential Attached","C","286 BEACH CRESCENT","Yaletown","78","2","2010","0.00","Townhouse","Vancouver West","028-132-980","V6Z 0A7","0.00",,,,,,,"3","CD-1","$3,288,900","0.00","Greater Vancouver","1",,,,,"8",,"604-695-1000","2011",,,"0","2",,,,,"Vancouver","Residential Attached",,,,"0",,"5/28/2019","1","1,582","0","Concrete Perimeter","$4,867.06",,,,"Yes",,,,"8/15/2018",,"5/29/2018",,,,"2",,"2",,"$0",,,"BC","Welcome to The Erickson - one of Vancouver’s finest luxury waterfront residences! Ground level street entry to your own 1,582 sf townhome w/ water & downtown views. Exquisite finishing incl wood floors, floor to ceiling windows, gas fireplace and A/C. Spacious master and luxurious ensuite with in-mirror TV, heated floors, double sink and steam shower. Impressive gourmet kitchen w/ granite counters, Miele & Subzero appliances and Viking 5 burner gas stove. Step outside to your private, hedge lined patio, overlooking the tennis courts. Private double garage. Some of the best amenities in the city, incl 24hr concierge, pool, yoga room, infrared sauna & more! Unbeatable location, steps to Seawall, tennis courts, and parks!","All measurements are approx. and should be verified by buyer. For showings, allow 24 hours notice. Call 604.695.1000 between 9:30am - 6:00pm. NO SHOWTIME. NO TEXT. Parking, Private Double Garage. Floorplan uploaded to MLS assoc. docs","For Sale",,,"8/15/2018",,,,"$1,326.29","Freehold Strata","60",,"60",,
"R2269114","Residential Detached","X","6344 EASY STREET","Whistler Cay Estates","93","5","1983","10,260.00","House/Single Family","Whistler","007-060-416","V0N 1B6","0.10",,,,,,,"3","RS1","$3,299,000","0.24","Greater Vancouver","1",,,,,"35",,"604-906-0026",,,,"0","5",,,,,"Whistler","Residential Detached",,,,,,"8/15/2018","1","3,120","0","Concrete Perimeter","$7,521.33",,,,"Yes",,,,"8/16/2018",,"5/15/2018",,,,"3",,,,"$0",,,"BC","Picture the possibilities! Builders, developers, investors, this timber frame home in the highly coveted Whistler Cay location boasts western exposures, ample parking, and a peaceful greenbelt behind. With placement of its natural timbers inspired by Haida log homes and the design ideology of Frank Lloyd Wright, there totals 4710 square feet of Whistler bliss, with covered decks, a workshop, and double garage. This three storey chalet is the Holy Grail of renovation opportunities, to create an incredible family home in a prime location that is walking distance to Myrtle Philip public school, trails and the main village.","Seller is motivated and willing to review any/all offers. It is a classic post and beam home in need of an interior renovation. We require a minimum of 48 hours notice to tour the property and afternoons are preferred.","For Sale",,,"8/16/2018",,,,,"Freehold NonStrata",,,,,
"R2272392","Residential Detached","T","1626 BEACH GROVE ROAD","Beach Grove","84","3","2004","7,782.00","House/Single Family","Tsawwassen","003-862-011","V4L 1P3","47.51",,,,,,,"4","RD2","$3,299,000","0.18","Greater Vancouver","1",,,,,"14",,"604-787-2114",,,,"0","3",,,,,"Delta","Residential Detached",,,,"173.51",,"8/15/2018","2","3,086","0","Concrete Slab","$8,123.53",,,,"Yes",,,,"8/15/2018",,"5/23/2018",,,,"2",,"5",,"$0","9/30/2018",,"BC","WATERFRONT OASIS - Custom built by the current owner, this stunning ocean front craftsman residence is situated in the highly desirable 'lifestyle' community of Beach Grove. Every element of the main house has been thoughtfully considered to design the ultimate property worthy of the most discerning buyer. The patio's offer unlimited opportunities for dramatic entertaining being only steps from the beachfront. The gourmet kitchen features Wolf/Sub Zero appliances plus all of the expected finishing materials. The detached outbuilding has parking for three cars, a full bathroom, a 'prep' bar & a second story flex space. With very flexible possession dates, you can potentially enjoy the month of August in your own, private beachfront oasis.","Note Commission Structure. Immediate possession available.","For Sale",,,"8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2246778","Residential Attached","T","1 2888 BIRCH STREET","Fairview VW","156","3","1998","0.00","Townhouse","Vancouver West","024-094-404","V6H 2T6",,,,,,,,"5","RM-3","$3,300,000","0.00","Greater Vancouver","1",,,,,"20",,"604-719-7979","2015",,,"0","3",,,,,"Vancouver","Residential Attached",,,,,,"8/15/2018","4","3,399","0","Concrete Perimeter","$7,066.82",,,,"Yes",,,,"8/15/2018",,"3/12/2018",,,,"4",,"2",,"$0",,,"BC","This gorgeous heritage conversion with a contemporary edge has been completely remodeled to the highest standards and now boasts the most incredible ensuites and the ultimate gourmet kitchen, just to begin. Names like Dacor, Miele, Kohler and Grohe and Bose are throughout. Architectural mouldings, polished stone floors and Oak H/W boasting radiant heat. The bright and spacious basement is the perfect entertainment space. Great location is quiet yet close to loads of shopping & restaurants on South Granville. Call today for your private viewing.  Open house March 24 from 2-4 pm.","Easy to show! Measurements by Excelsior measuring for buyer to verify. Significant price reduction from $3,888,000, now priced around $970 per sq.ft. with high quality finishings. Great value for such a city home! Open house March 24 from 2-4 pm.","For Sale",,,"8/15/2018",,,,"$1,211.65","Freehold Strata",,,,,
"R2267523","Residential Detached","T","13047 57 AVENUE","Panorama Ridge","94","7","2013","20,001.00","House/Single Family","Surrey","028-672-127","V3X 3X3","175.00",,,,,,,"8","RH","$3,349,000","0.46","Fraser Valley","2",,,,,"5",,"604-897-9575",,,,"0","7",,,,,"Surrey","Residential Detached",,,,,,"8/13/2018","3","7,931","2,495","Concrete Perimeter","$8,832.15",,,,"Yes",,"CITY OF SURREY",,"8/13/2018",,"5/11/2018","Surrey",,,"3",,"8",,"$0","10/31/2018",,"BC","Enjoy your majestic, castle-like, high-end dream home located in prestigious Panorama Ridge. Features a full basketball court, media room, Basketball court and bar just to name a few features. This home fulfils ANY wish list. Book now for your private showing as there is too much to list. This is a MUST SEE!!","Luxury Home with Ocean View. in executive Style Homes Subdivision.All measurements are approximate. Buyer to verify. Property contains accommodation which is not authorized.","For Sale",,,"8/13/2018",,,,,"Freehold NonStrata",,,,,
"R2292196","Residential Detached","T","4366 GLENCANYON DRIVE","Upper Delbrook","27","7","2015","8,785.00","House/Single Family","North Vancouver","009-956-794","V7N 4B5","60.00",,,,,,,"7","SFD","$3,368,000","0.20","Greater Vancouver","3",,,,,"3",,"604-889-1720",,,,"0","7",,,,,"North Vancouver","Residential Detached",,,,"IRREG",,"8/20/2018","2","5,298","0","Concrete Perimeter","$10,933.11",,,,"Yes",,,,"8/20/2018",,"7/24/2018",,,,"3",,,,"$0","1/24/2019",,"BC","A gorgeous “must see”; this magnificent home was architecturally designed to provide the ultimate in contemporary living for those who desire the absolute best. Filled with light through massive windows, this exquisite 5198 SF home w/1593 SF of patios & decks provides space & luxurious living for the entire family. To enhance your delight in this elegant home, a sampling of superb features throughout the home incl: prestigious Thermador appliances, Kohler fixtures, wine fridge, 6 zone radiant heat, media room w/theatre system & wet bar. Facing South with lots of light, this secluded Upper Delbrook neighbourhood is close to miles of parks & walking trails. Lower level has separate 2 (or 3) bdrm suite. House & lot measures are approx, buyer to verify.","* NO Touchbase *. CALL Carol / Dean at 604-889-1720 to show. Notice is required. Suite shown on 2nd viewing only. Total SF measurements taken from Architectural drawings.","For Sale",,,"8/20/2018",,,,,"Freehold NonStrata",,,,,
"R2261137","Residential Detached","C","13450 BALSAM CRESCENT","Elgin Chantrell","114","5","1971","47,497.00","House with Acreage","South Surrey White Rock","009-572-180","V4P 1W2","165.00",,,,,,,"3","RES","$3,380,000","1.09","Fraser Valley","2",,,,,"47",,"604-307-8181",,,,"0","5",,,,,"Surrey","Residential Detached",,,,"(1AC)",,"4/22/2019","1","4,110","0","Concrete Perimeter","$10,736.61",,,,"Yes",,,,"8/15/2018",,"4/23/2018",,,,"2",,,,"$0",,,"BC","BIG LOT FOR SALE 1.09 AC. Best of the Peninsula's finest park like & completely private over 1AC lot. This property is in the highly desirable Crescent Park location, an area of only for the gorgeous estate properties. The Gated, level lot has south facing rear yard w/beautiful cedar trees, full playground & fun! There is a Hot tub and pool as well as a 1500 sqft paving stones area that makes for a wonderful area to host all your family gatherings. The home is about 3800 sq.ft. has 3 bedrooms up & 2 bedrooms down with a walkout basement & an 800 sqft in law suite. This home has been completely updated with a newer kitchen in the past decade, theatre room, new heat pump, furnace, hot water. School is Chantrell Creek/Elgin Park.","24 hour notice is required. Because it is tenanted property, for $3500/month on the month to month basis, right after the previous tenancy apartment expired on the end of October 2017. (48 hour notice would be better).","For Sale",,,"8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2284047","Residential Detached","T","10131 RUSKIN ROAD","South Arm","48","5","2018","7,921.00","House/Single Family","Richmond","004-126-912","V7A 2P3","66.00",,,,,,,"6","RS1/E","$3,380,000","0.18","Greater Vancouver","2",,,,,"0",,"778-991-6869",,,,"0","5",,,,,"Richmond","Residential Detached",,,,"120",,"8/14/2018","2","3,626","0","Concrete Perimeter","$4,997.03",,,,"Yes",,,,"8/14/2018",,"6/27/2018",,,,"2",,"6",,"$0","12/31/2018",,"BC","Stunning new home on a huge lot of 7921 sf beside a beautiful park! High ceiling, open concept, spacious living area of 3,626 sf with 5 ensuite bed and 6 bath, gourmet & WOK kitchen. Extraordinary detailing includes high end Miele appliances, crystal chandeliers, Radiant heat, A/C, HRV, security system, 2-5-10 new home warranty. Bridge Elementary & McRoberts Secondary catchment. Walking distance to South arm mall, community center, schools, shopping, Restaurants and Transit. Great pleasure to show. Open House: Aug 11, 2018, Sat, 1:00-3:00PM.","All measurements are approximate, buyers to verify if important. Open House: Aug 11, 2018, Sat, 1:00-3:00PM.","For Sale",,,"8/14/2018",,,,,"Freehold NonStrata",,,,,
"R2279708","Residential Detached","X","9031 SAUNDERS ROAD","Saunders","67","6","2017","9,018.00","House/Single Family","Richmond","004-124-570","V7A 2A8","76.00",,,,,,,"7","RS1/E","$3,388,000","0.21","Greater Vancouver","3",,,,,"1",,"778-522-1111",,,,"0","6",,,,,"Richmond","Residential Detached",,,,"118.65",,"8/18/2018","0","3,934","0","Concrete Slab","$5,878.05",,,,"Yes",,,,"8/19/2018",,"6/13/2018",,,,"2",,,,"$0",,,"BC","New Luxury custom built home,7 Bedrooms with7 Bathrooms sitting on 9018-sf rectangle lot. Located in the heart of popular Saunders Area in Richmond.Features 4000 sqft living area with open space layout,high ceiling in foyer/living/family room.Elegant tile flooring throughout,  Kitchen with top-line appliances & cabinetry & island & wok kitchen. Upstairs two ensuites master bdrm. Downstairs one-ensuite bdrm and two bdrm ensuite can be rented. 2-5-10 new home insurance.Convenient and desired location walk to School,Shopoing,Transportation.Do not miss!  ","All measurements are approximate, buyer or buyer's agent to verify if important.Open house will be on Sun, 7/8, 2-4pm.","For Sale",,,"8/19/2018",,,,,"Freehold NonStrata",,,,,
"R2240270","Residential Detached","X","14539 28 AVENUE","Elgin Chantrell","182","6","1979","43,556.00","House with Acreage","South Surrey White Rock","005-244-731","V4P 1P4","162.00",,,,,,,"3","RA","$3,388,000","1.00","Fraser Valley","2",,,,,"39",,"778-680-9036",,,,"0","6",,,,,"Surrey","Residential Detached",,,,"265(1AC)",,"8/14/2018","3","3,993","0","Concrete Perimeter","$10,062.33",,,,"Yes",,,,"8/15/2018",,"2/14/2018",,,,"2",,,,"$0",,,"BC","Serenity is offered om this wonderful, bright property that is adjacent to the Sunnywide Acres Urban Forest. Centrally located in the highly desired Elgin Chantrell Estates, it is near shopping, parks, trails, recreation, beaches, trails & much more. This sprawling rancher with walk out basement is solid, spacious & bright. The property is 1 acre, very private, offers mature landscaping, a large north facing balcony off of the kitchen & family room, and magnificent northern views. The home features extensive upgrades on demand H.W. Boiler, HW flooring, roof, kitchen, carpeting, paint & more!","All measurements are approximate and should be verified by the buyer and the buyer's agent.","For Sale",,,"8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2258952","Residential Detached","X","601 200 STREET","Campbell Valley","118","4","2015","182,995.56","House with Acreage","Langley","027-977-838","V2Z 1V9","244.42",,,,,,,"4","RU-1","$3,388,800","4.20","Fraser Valley","1",,,,,"3",,"000-000-0000",,,,"0","4",,,,,"Langley","Residential Detached",,,,"746(4.2AC)",,"8/8/2018","1","7,449","2,358","Concrete Perimeter","$8,705.94",,,,"Yes",,"TOWNSHIP OF LANGLEY",,"8/15/2018",,"4/19/2018","Langley",,,"3",,"20",,"$3,588,800","12/31/2018",,"BC","RARE FIND! Gorgeous private parklike 4.2 acre estate. On City water & City sewer. Next to High Point Estates & Campbell Valley Park. Long gated driveway to stunning 2 level w/bright walkout bsmt. 2nd gated driveway to incredible 50X43 heated shop or barn w/200 amp, 12’ ceiling & a 1438 sf vaulted ceiling loft. Quality open plan home w/9’ & 10’ ceilings, oversized windows, rich wood detail & multiple verandas & decks for peaceful outdoor living. Large games rms & a theatre. Massive master suite w/sitting rm, decks & a spa inspired ensuite. Spectacular level & all usable property w/select towering trees at the front & pasture, trees & trails at the back. A soul-soothing oasis. Surrounded by miles of walking & equestrian trails. Minutes to White Rock, US Border, shops & quick Hwy access.","The seller is willing to rent back the workshop or the house and the workshop if that's what the buyer wants. See OBD attached. See LD in PDS attached. Unfinished 1438 sf is incredible vaulted ceiling loft above workshop.","For Sale",,,"8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2294028","Residential Detached","W","6821 HEATHER STREET","South Cambie","10","5","1959","8,232.51","House/Single Family","Vancouver West","010-030-841","V6P 3P5","57.00",,,,,,,"3","RS-1","$3,390,000","0.19","Greater Vancouver","1",,,,,"59",,"604-623-7782",,,"8/22/2018","2","3",,,,,"Vancouver","Residential Detached",,,,"144.43",,"11/30/2018","1","2,606","700","Concrete Perimeter","$10,614.70",,,,"Yes",,,,"8/10/2018",,"7/31/2018",,,,"2",,"2",,"$3,197,000",,,"BC","Well kept & cozy home with over 2600 sqft sits on a large 57'x144.43' (8232.51 sqft) lot situated in the peaceful & convenient neighbourhood of South Cambie. Features include high ceiling foyer, bright spacious living & dining rms, gourmet kitchen, large roomy family room, 2 bedrooms & 2 baths on main. Downstairs with 2 bedrooms and a large laundry room. Large patio at the back for great for entertainment, beautiful landscaping, 2 cars detached garage. Close to transit on 49th Ave to UBC or Canada line & minutes to Oakridge, T&T super market at Marine Gateway, Richmond or downtown. 1 block to Churchill Sec (w/ IB program) & Laurier Elem school catchments. Buy to live, hold or build your dream home. 2018 BC Assessment $3,613,000","Agent Open on Aug 9th and Open House on Aug. 12 (Sun) are CANCELLED!  OIL TANK PARTIALLY REMOVED, DOCUMENTS AVAILABLE. All meas are approx, buyer to verify if important.","For Sale",,,"8/10/2018",,,,,"Freehold NonStrata",,,,,
