"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"V1037184","Residential Detached","S","1502 DAYTON STREET","Burke Mountain","2013","House/Single Family","0","Coquitlam","Coquitlam","2/22/2014","GORDON GRAM","3",,"11/22/2013","028-967-488",,,"12/16/2013","$1,000,000","$264.41","0.95","4","6","RS-8","$1,050,000","24","3,782","$264.41","0.95","House/Single Family","1",,"604-521-0038","2.5575% ON THE FIRST $100,000/1.1625% ON BAL","PARTINGTON","169.430","1","39.98",,,,"V3E 0J6",,,"BC",,,,
"V1034522","Residential Attached","S","236 W 17TH STREET","Central Lonsdale","2007","Townhouse","6","North Vancouver","North Vancouver","4/1/2014","Text or Touch - Patrick","3","$3,839.00","11/1/2013","027-197-751",,"$275.00","12/20/2013","$1,000,000","$407.50","0.96","4","3","RES","$1,038,000","49","2,454","$407.50","0.96","Townhouse","1",,"604-839-3863","3.22% OF $100,000 & 1.15% OF THE BALANCE",,,"2",,,,"1","V7M 1V6",,,"BC",,,,
"V1031266","Land Only","S","2981 BROOKRIDGE DRIVE","Edgemont",,,,"North Vancouver","North Vancouver","2/28/2014","Tom Allison",,"$0.00","10/7/2013","029-156-572",,,"12/17/2013","$1,000,000","$113.53","0.91",,,"SFD","$1,095,000","71",,"$113.53","0.84","House/Single Family",,"Road Access","604-644-4877","3% OF 1ST $100,000/1.15% OF BALANCE","Edgemont","Irreg.",,"105.00","Yes",,,"V7R 3A7","No",,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"V1014849","Residential Detached","S","5730 SHERWOOD BOULEVARD","Tsawwassen East","1980","House/Single Family","33","Tsawwassen","Tsawwassen","2/28/2014","Todd Jackson","2","$4,068.00","6/24/2013","004-939-727",,,"12/27/2013","$1,020,000","$294.20","0.94","3","3","RS1","$1,088,000","186","3,467","$294.20","0.89","House/Single Family","1",,"604-340-3816","3.255%-1ST $100K/1.1625% BAL","THE TERRACE","100","3","70.00",,,"4","V4L 2C6",,,"BC",,,,
"V1026293","Residential Detached","S","3691 ROSAMOND AVENUE","Seafair","1958","House/Single Family","55","Richmond","Richmond","12/31/2013","Hannah","3","$5,112.00","9/9/2013","004-052-820",,,"12/17/2013","$1,020,000","$472.88","0.96","3","5","R1/E","$1,068,000","99","2,157","$472.88","1.02","House/Single Family","1",,"778-898-5518","3.255% ON 1ST $100,000/1.1625% ON BAL",,"120","1","66.00",,,"5","V7E 1A6",,,"BC",,,,
"F1324480","Residential Detached","S","2649 LARKSPUR COURT","Abbotsford East","2008","House/Single Family","5","Abbotsford","Abbotsford","1/23/2014","Romeo Di Pietra","4","$6,137.00","10/23/2013","026-891-981",,,"1/3/2014","$1,021,000","$196.35","1.00","5","5","RES","$1,017,900","72","5,200","$196.35","0.97","House/Single Family","1",,"604-250-3547","S-3.22% 1ST 100K/1.15% BAL","EAGLE MOUNTAIN","97","2","94.00",,,"10","V3G 0B3",,"COURT ORDER","BC",,,,
"F1325320","Residential Detached","S","13556 14TH AVENUE","Crescent Bch Ocean Pk.","2006","House/Single Family","7","South Surrey White Rock","Surrey","2/28/2014","WENDY","2","$4,937.00","11/5/2013","025-972-723",,,"12/19/2013","$1,025,000","$315.38","0.98","3","4","SFD","$1,050,000","44","3,250","$315.38","0.93","House/Single Family","1",,"604-535-7965","S-3.22% 1ST 100K/1.15% BAL",,"88","1","72.00",,,"5","V4A 5H5",,,"BC",,,,
"V1038012","Residential Detached","S","8316 CHALET DRIVE","Alpine Meadows","1973","House/Single Family","40","Whistler","Whistler","3/31/2014","RON MITCHELL","3","$5,672.00","12/3/2013","008-054-061",,,"12/20/2013","$1,025,000","$293.78","0.98","4","3","RS1","$1,050,000","17","3,489","$293.78","0.98","House/Single Family","1",,"604-938-3815","3% ON 1ST $100,000/1.5% ON BAL","ALPINE MEADOWS","99.0","4","130.00",,,,"V0N 1B8",,,"BC",,,,
"V1031393","Land Only","S","6210 LEIBLY AVENUE","Upper Deer Lake",,,,"Burnaby South","Burnaby","5/5/2014","STEVEN OEI",,"$4,565.00","10/8/2013","012-169-501",,,"12/24/2013","$1,029,000","$117.49","0.94",,,"R5","$1,100,000","77",,"$117.49","0.94","House/Single Family",,"Allowed Access","604-263-2823","3.255% - $100,000 / 1.1625% - BALANCE",,,,"58.00","No",,,"V5E 3C8",,"SELLER DOES NOT RESIDE IN BC","BC","At Lot Line",,"At Lot Line","City/Municipal"
"V1039583","Residential Detached","S","3800 REGENT STREET","Steveston Village","2008","House/Single Family","5","Richmond","Richmond","4/27/2014","MARLEE TECKS","3","$3,941.00","12/27/2013","027-029-450",,,"12/30/2013","$1,030,000","$472.91","1.01","4","4","RS1/A","$1,018,000","3","2,178","$472.91","1.01","House/Single Family","1",,"604-657-8298","3.255% ON 1ST $100,000 / 1.1625% ON BAL","STEVESTON VILLAGE",,"1","0.00",,,"6","V7E 2N6",,,"BC",,,,
"V1027282","Residential Detached","S","965 BELVEDERE DRIVE","Canyon Heights NV","1957","House/Single Family","56","North Vancouver","North Vancouver","1/31/2014","Alan Skinner","2","$5,813.00","9/13/2013","004-615-280",,,"12/18/2013","$1,030,000","$392.68","0.97","3","4","SFD","$1,065,000","96","2,623","$392.68","0.94","House/Single Family","1",,"604-988-7368","3.25% $100/ 1.12% BAL",,,"3","50.00",,,"2","V7R 2C2",,"Realtor","BC",,,,
"V1032676","Residential Detached","S","928 E 20TH AVENUE","Fraser VE","2013","House/Single Family","0","Vancouver East","Vancouver","4/7/2014","The Ruth & David Team","3",,"10/17/2013","800-080-865",,"$153.93","12/29/2013","$1,035,000","$501.94","1.04","4","4","RT-10","$998,000","73","2,062","$501.94","1.04","House/Single Family","1",,"604-782-2083","3.255% ON THE 1ST $100K; 1.1625% ON THE BALANCE.","CASA FINA",,"1",,,,"1","V5V 2V8",,"Developer's Disclosure Statement","BC",,,,
"F1322405","Residential Detached","S","13256 55A AVENUE","Panorama Ridge","1966","House/Single Family","47","Surrey","Surrey","2/28/2014","Len Harris","2","$4,598.00","9/18/2013","010-055-665",,,"1/3/2014","$1,042,500","$347.50","0.95","2","3","HALFAC","$1,093,000","107","3,000","$347.50","0.87","House/Single Family","1",,"604-782-4950","S-3.15% 1ST 100K/1.15% BAL*","PANORAMA RIDGE","65","3","147.65",,,"6","V3X 3B3",,,"BC",,,,
"V1028285","Residential Detached","S","4918 RANGER AVENUE","Canyon Heights NV","1964","House/Single Family","49","North Vancouver","North Vancouver","1/18/2014","SARAH","2","$6,099.00","9/17/2013","005-949-611",,,"12/23/2013","$1,042,500","$441.92","0.91","3","4","RS3","$1,149,999","97","2,359","$441.92","0.91","House/Single Family","1",,"778-896-5010","3.2% FROM 1ST $100,000/ 1.15% FROM BALANCE",,"125.00","2","65.00",,,"4","V7R 3M4",,"OWNER DIDN'T LIVE IN","BC",,,,
"V1036611","Residential Attached","S","705 1455 HOWE STREET","Yaletown","2007","Apartment/Condo","6","Vancouver West","Vancouver","1/31/2014","Text or phone Gregg Baker","2","$3,260.00","11/19/2013","027-177-840","30","$651.80","12/16/2013","$1,050,000","$846.77","0.97","2","2","CD-1","$1,079,000","27","1,240","$846.77","0.97","Apartment/Condo","1",,"604-649-1259","3.225% ON THE 1ST $100,000 & 1.1625% ON THE BAL","POMARIA",,"0",,,,"2","V6Z 1C2",,,"BC",,,,
"F1325235","Residential Detached","S","14913 23RD AVENUE","Sunnyside Park Surrey","2001","House/Single Family","12","South Surrey White Rock","Surrey","2/28/2014","ANDREW","2","$4,505.00","11/3/2013","023-873-124",,,"12/19/2013","$1,050,000","$414.86","0.97","3","4","RF","$1,088,000","46","2,531","$414.86","0.97","House/Single Family","1",,"604-531-4000","S-3.22% 1ST 100K/1.15% BAL","MERIDIAN HEIGHTS","106.9","2","56.32",,,"4","V4A 9X2",,"ON ACCEPTED OFFER","BC",,,,
"V1038268","Residential Attached","S","5016 INMAN AVENUE","Garden Village","2013","1/2 Duplex","0","Burnaby South","Burnaby","3/1/2014","NEHA","3","$6,746.00","12/2/2013","012-134-341",,"$0.00","12/25/2013","$1,050,000","$527.37","0.93","4","4","R5","$1,128,000","23","1,991","$527.37","0.93","1/2 Duplex","1",,"604-351-0611","$12,500 FLAT",,"141","1","77.00",,,,"V5G 2Y6",,"NEW CONSTRUCTION","BC",,,,
"F1326887","Residential Detached","S","2254 HARBOURGREENE DRIVE","Crescent Bch Ocean Pk.","1976","House/Single Family","37","South Surrey White Rock","Surrey","4/5/2014","Bob Huta","2","$4,141.00","12/5/2013","001-123-939",,,"12/23/2013","$1,055,000","$329.48","0.97","3","4","RED","$1,088,000","18","3,202","$329.48","0.97","House/Single Family","1",,"604-531-1111","S-3.22% 1ST 100K/1.15% BAL",,"105","2","67.09",,,"6","V4A 5J2",,,"BC",,,,
"V1031324","Residential Attached","S","2806 1033 MARINASIDE CRESCENT","Yaletown","2002","Apartment/Condo","11","Vancouver West","Vancouver","4/30/2014","FRANKLIN","2","$4,125.00","10/7/2013","025-204-173","38","$503.20","12/31/2013","$1,060,000","$845.97","0.95","2","2","CD-1","$1,118,000","85","1,253","$845.97","0.95","Apartment/Condo","1",,"604-618-1527","3.2% ON 1ST $100,000/1.15% ON BAL","QUAYWEST 1",,"1",,,,"1","V6Z 3A3",,,"BC",,,,
"V1012164","Residential Attached","S","503 583 BEACH CRESCENT","Yaletown","2005","Apartment/Condo","8","Vancouver West","Vancouver","3/31/2014","Judith","2","$3,607.00","6/10/2013","026-238-705",,"$449.49","12/15/2013","$1,060,000","$863.19","0.96","2","2","CD-1","$1,100,000","188","1,228","$863.19","0.85","Apartment/Condo","0",,"604-351-4116","3.255% 1ST 100K/1.1625% ON BAL","TWO PARK WEST",,"0",,,,"1","V6Z 3E6",,,"BC",,,,
"V1013226","Residential Detached","S","6338 NEVILLE STREET","South Slope","1991","House/Single Family","22","Burnaby South","Burnaby","1/8/2014","JASON LIU'STEAM","4","$5,989.00","6/7/2013","016-072-031",,,"12/24/2013","$1,063,000","$288.70","0.98","5","9","R3","$1,090,000","200","3,682","$288.70","0.92","House/Single Family","3",,"604-558-0666","3.255%1ST 100K/1.1625% ON BAL",,"119","2","51.00",,,"4","V5E 1A6",,,"BC",,,,
"V1031336","Residential Attached","S","1701 1111 ALBERNI STREET","West End VW","2008","Apartment/Condo","5","Vancouver West","Vancouver","1/17/2014","KEN LEONG","2","$4,013.00","10/7/2013","027-703-959","62","$753.73","12/16/2013","$1,075,000","$826.92","0.98","2","2","APT","$1,099,900","70","1,300","$826.92","0.94","Apartment/Condo","1",,"604-328-9333","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","LIVING SHANGRI-LA VANCOUVER",,"1",,,,"1","V6E 4V2",,,"BC",,,,
"V1035057","Residential Detached","S","637 FOSTER AVENUE","Coquitlam West","9999","House/Single Family","999","Coquitlam","Coquitlam","1/15/2014","TOUCHBASE STEVE","5","$5,153.00","11/4/2013","010-303-251",,,"12/31/2013","$1,078,000","$233.59","0.99","5","6","RES","$1,088,000","57","4,615","$233.59","0.99","House/Single Family","2",,"778-318-6083","3.22% 1ST $100,000/1.15% BAL",,"142","2","72.00",,,"8","V3J 2L6",,,"BC",,,,
"V1035994","Residential Detached","S","1218 W 22ND STREET","Pemberton Heights","1958","House/Single Family","55","North Vancouver","North Vancouver","2/28/2014","ARIANE","2","$5,534.00","11/13/2013","012-920-134",,"$0.00","12/16/2013","$1,082,500","$503.02","0.96","2","4","RSPH","$1,128,000","33","2,152","$503.02","0.96","House/Single Family","1",,"604-779-1500","3.255-100/1.1625",,"160","0","50.00",,,"8","V7P 2G1",,,"BC",,,,
"V1033487","Residential Detached","S","4041 ST. GEORGES AVENUE","Upper Lonsdale","1964","House/Single Family","49","North Vancouver","North Vancouver","10/31/2014","TEXT HOOMAN","3","$6,454.00","10/24/2013","003-616-681",,,"12/18/2013","$1,091,000","$396.15","0.95","3","4","RS3","$1,148,888","55","2,754","$396.15","0.95","House/Single Family","2",,"604-773-4080","3.2% 1ST 100K/1.115% ON BAL","UPPER LONSDALE","107","2","50.00",,,"2","V7N 1W7",,,"BC",,,,
"F1326111","Residential Detached","S","16366 28 AVENUE","Grandview Surrey","2013","House/Single Family","0","South Surrey White Rock","Surrey","5/22/2014","Am Lail","3","$2,572.00","11/22/2013","028-631-960",,,"12/27/2013","$1,100,000","$244.77","0.94","4","4","RF","$1,169,000","35","4,494","$244.77","0.94","House/Single Family","1",,"604-347-8737","S-3.22% 1ST 100K/1.15% BAL","Morgan Heights",,"3",,,,"4","V3S 0E4",,"Brand New Home","BC",,,,
"F1315351","Residential Detached","S","13681 18TH AVENUE","Sunnyside Park Surrey","1992","House/Single Family","21","South Surrey White Rock","Surrey","2/6/2014","TOUCHBASE GLENN DENNIS","3","$5,919.00","6/26/2013","009-804-765",,,"12/15/2013","$1,100,000","$295.94","0.96","3","4","RH-G","$1,150,000","172","3,717","$295.94","0.96","House/Single Family","1",,"604-541-4888","S-3.22% 1ST 100K/1.15% BAL","Bell Park Estates","135.86","2","104.24",,,"6","V4A 1W5",,"AWAITING SIGNATURE","BC",,,,
"V1039720","Residential Detached","S","2887 MCLAREN COURT","Scott Creek","2006","House/Single Family","7","Coquitlam","Coquitlam","12/31/2014","SHEILA YANG","5","$6,055.00","12/30/2013","025-683-900",,,"1/2/2014","$1,102,000","$207.81","0.95","7","8","RES","$1,159,000","3","5,303","$207.81","0.95","House/Single Family","2",,"778-688-0961","3.255% ON 1ST $100,000/1.1625% ON BAL",,,"2","0.00",,,"4","V3B 8G2",,,"BC",,,,
"V1008630","Residential Detached","S","1112 50B STREET","Tsawwassen Central","1972","House/Single Family","41","Tsawwassen","Tsawwassen","5/31/2014","VERONIKA","2","$4,177.00","5/22/2013","005-607-680",,,"12/19/2013","$1,102,000","$283.73","0.98","4","4","RS1","$1,128,000","211","3,884","$283.73","0.98","House/Single Family","1",,"604-725-4389","3.255% ON 1ST $100,000/1.1625% ON THE BALANCE",,,"2",,,,"6","V4M 2W1",,,"BC",,,,
"V1020265","Residential Detached","S","1556 BIGLEAF COURT","Westwood Plateau","1994","House/Single Family","19","Coquitlam","Coquitlam","7/30/2014","TOUCHBASE/JAY","4","$5,918.00","7/30/2013","017-535-271",,,"12/25/2013","$1,110,000","$263.03","0.96","5","5","SFD","$1,159,000","148","4,220","$263.03","0.95","House/Single Family","1",,"604-790-1035","3.255%-1ST $100,000/1.1625% ON BAL PLUS $10,000",,,"3",,,,"6","V3E 2V8",,,"BC",,,,
"V1022722","Residential Detached","S","8328 HEATHER STREET","Garden City","2005","House/Single Family","8","Richmond","Richmond","2/28/2014","VICKY","4","$4,308.00","8/13/2013","025-966-014",,,"12/29/2013","$1,120,000","$388.89","0.89","5","5","R1/K","$1,258,000","138","2,880","$388.89","0.89","House/Single Family","1",,"778-319-1393","3.225% 1ST 100K/1.1625% ON BAL",,"148.5","2","36.69",,,"2","V6Y 2R4",,,"BC",,,,
"V1039032","Residential Attached","S","3330 W 3RD AVENUE","Kitsilano","1981","1/2 Duplex","32","Vancouver West","Vancouver","3/31/2014","HEATHER","1","$4,546.00","12/16/2013","006-287-697","3","$0.00","12/22/2013","$1,122,500","$749.33","0.98","2","2","RT-8","$1,149,000","6","1,498","$749.33","0.98","1/2 Duplex","1",,"604-649-7133","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE",,,"1",,,,"1","V6R 1L4",,,"BC",,,,
"V1002740","Residential Attached","S","30 2250 FOLKESTONE WAY","Panorama Village","1980","Apartment/Condo","33","West Vancouver","West Vancouver","2/17/2014","Dan dan@dangoluboff.ca","2","$3,448.00","4/22/2013","005-280-044",,"$511.78","12/17/2013","$1,125,000","$703.13","0.98","2","2","APT","$1,149,000","239","1,600","$703.13","0.91","Apartment/Condo","1",,"604-377-7616","3.22% ON 1ST $100,000 & 1.15% ON BALANCE",,,"1",,,,"2","V7S 2X7",,"April 19 2013","BC",,,,
"V1002294","Residential Detached","S","9811 GREENLEES ROAD","Broadmoor","1994","House/Single Family","19","Richmond","Richmond","12/31/2013","CLINTON AU","3","$6,035.00","4/18/2013","018-287-492",,,"12/20/2013","$1,127,500","$348.32","0.88","4","4","RS1/E","$1,280,000","246","3,237","$348.32","0.79","House/Single Family","1",,"604-319-9899","3.255% ON 1ST $100K/1.1625% ON BAL",,,"1","50.00",,,"6","V7A 1V2",,,"BC",,,,
"V1026454","Residential Detached","S","1380 ROSS ROAD","Lynn Valley","2013","House/Single Family","0","North Vancouver","North Vancouver","3/31/2014","Kelly Gardiner","6","$4,047.00","9/10/2013","003-535-185",,,"12/31/2013","$1,130,000","$384.09","0.94","6","6","S.F.D.","$1,199,800","112","2,942","$384.09","0.94","House/Single Family","2",,"604-644-3936","2.53% ON THE 1ST $100,000 & 1.15% ON THE BALANCE",,"120","1","33.00",,,"2","V7J 1V2",,"Dated September 10, 2013","BC",,,,
"V1039204","Residential Detached","S","3063 ROSEMONT DRIVE","Fraserview VE","1965","House/Single Family","48","Vancouver East","Vancouver","3/17/2014","ADRIAN VONARX","3","$4,951.00","12/17/2013","009-124-535",,,"12/18/2013","$1,133,600","$467.66","0.96","3","5","RS-1","$1,185,000","1","2,424","$467.66","0.96","House/Single Family","2",,"778-835-1411","3.255% ON 1ST $100K & 1.1625% ON BAL + $5000 BONUS",,"0","2","0.00",,,,"V5S 2C8",,,"BC",,,,
"V1024391","Residential Attached","S","2501 1189 MELVILLE STREET","Coal Harbour","2008","Apartment/Condo","5","Vancouver West","Vancouver","5/31/2014","Mary Shi","2","$3,571.00","8/26/2013","027-054-683","42","$496.63","1/3/2014","$1,138,000","$976.82","0.98","2","2","CD-1","$1,158,000","130","1,165","$976.82","0.96","Apartment/Condo","1",,"778-288-9889","3.22% ON 1ST $100K/1.12% ON BAL",,,"1",,,,"1","V6E 4T8",,,"BC",,,,
"V1029827","Residential Detached","S","5791 MAPLE ROAD","Lackner","2013","House/Single Family","0","Richmond","Richmond","9/16/2014","STEVEN","3","$3,368.00","9/30/2013","028-410-483",,,"12/28/2013","$1,138,000","$525.39","0.96","4","4","RS2/B","$1,188,000","89","2,166","$525.39","0.96","House/Single Family","1",,"778-990-1186","3.255% ON 1ST 100K/1.1625% ON BAL",,"89.99","2","43.96",,,"4","V7E 1G2",,"Y","BC",,,,
"V1029497","Residential Attached","S","2201 610 VICTORIA STREET","Downtown NW","2007","Apartment/Condo","6","New Westminster","New Westminster","3/26/2014","NEVIN","3","$5,523.00","9/26/2013","027-132-030","23","$636.43","12/17/2013","$1,140,000","$525.83","0.91","3","3","RES","$1,249,800","82","2,168","$525.83","0.88","Apartment/Condo","1",,"778-928-0699","3.225% ON 1ST $100,000 AND 1.1625% OF REMAINDER","THE POINT",,"1",,,,"3","V3M 0B9",,,"BC",,,,
"V1025029","Residential Detached","S","7718 MAYFIELD STREET","Burnaby Lake","2011","House/Single Family","2","Burnaby South","Burnaby","2/3/2014","Sahar","5","$5,659.00","9/3/2013","002-650-461",,,"12/14/2013","$1,148,000","$333.33","0.97","6","9","R2","$1,187,800","102","3,444","$333.33","0.97","House/Single Family","3",,"778-829-7724","3.15% ON 1ST $100K, 1.15% ON BAL",,,"2",,,,"3","V5E 3R1",,,"BC",,,,
"V1038515","Residential Detached","S","1969 DUNROBIN CRESCENT","Blueridge NV","1990","House/Single Family","23","North Vancouver","North Vancouver","6/30/2014","DARCY MCCLARY","4","$6,679.00","12/7/2013","015-937-917",,,"1/3/2014","$1,155,000","$218.17","0.96","4","6","RS3","$1,199,900","27","5,294","$218.17","0.92","House/Single Family","2",,"604-986-9321","3.22% 1ST 100K/1.15% ON BAL",,,"3","0.00",,,"4","V7H 1N3",,,"BC",,,,
"V1025941","Residential Detached","S","2880 WALTON AVENUE","Scott Creek","2013","House/Single Family","0","Coquitlam","Coquitlam","3/31/2014","Amir","5",,"9/5/2013","029-027-730",,,"12/15/2013","$1,160,000","$241.06","0.98","6","8","RS4","$1,182,000","101","4,812","$241.06","0.98","House/Single Family","1",,"604-318-5096","3.255% ON 1ST 100K/1.1625% ON BALANCE","Noura Homes","35.17","1",,,,"4","V3B 2W2",,"New Construction","BC",,,,
"V1039047","Residential Detached","S","5780 RIVERDALE DRIVE","Riverdale RI","1986","House/Single Family","27","Richmond","Richmond","12/12/2014","JESSICA CHEN","4","$5,176.00","12/16/2013","002-369-532",,,"12/17/2013","$1,160,000","$274.82","1.01","5","7","RES","$1,150,000","1","4,221","$274.82","1.01","House/Single Family","1",,"604-771-0007","3.255% 1ST 100K/1.1625% ON BAL",,"117","2","69.00",,,"6","V7C 2E5",,,"BC",,,,
"V1036600","Residential Attached","S","2328 W 7TH AVENUE","Kitsilano","2013","1/2 Duplex","0","Vancouver West","Vancouver","2/19/2014","Daniela","3","$1.00","11/19/2013","800-080-121",,"$0.00","12/14/2013","$1,168,000","$640.00","0.98","4","3","RT8","$1,198,000","25","1,825","$640.00","0.98","1/2 Duplex","1",,"604-961-1651","3.22% ON 1ST $100K, 1.15% ON BAL",,,"1",,,,"1","V6K 1Y5",,"New development","BC",,,,
"F1312769","Residential Detached","S","2235 200TH STREET","Brookswood Langley","9999","Other","999","Langley","Langley","12/31/2013","Chris Chan","0","$4,698.00","5/24/2013","001-181-670",,,"12/30/2013","$1,170,000",,"0.98","0","1","2AC","$1,190,000","220","0",,"0.98","Other","0",,"604-732-8322","S-3.255% 1ST 100K/1.1625% BAL",,"627","0","164.00",,,"0","V2Z 1Y5",,,"BC",,,,
"V1038504","Residential Detached","S","407 E 19TH AVENUE","Fraser VE","1928","House/Single Family","85","Vancouver East","Vancouver","4/9/2014","TOUCHBASE OR GO TEAM OFC","3","$4,705.00","12/9/2013","011-762-586",,,"12/16/2013","$1,178,000","$547.65","1.12","3","4","RS-1","$1,048,000","7","2,151","$547.65","1.12","House/Single Family","3",,"604-263-1144","3.22% ON 1ST $100,000 / 1.15% ON BALANCE",,"122","1","37.50",,,"2","V5V 1J6",,,"BC",,,,
